Game Date,Day of Week,Local Time,Time - ET,Game,Away Team,Home Team,Location
4/14/25,Monday,6:45 PM,6:45 PM,Giants at Phillies,Giants,Phillies,Citizens Bank Park - Philadelphia
4/14/25,Monday,6:40 PM,6:40 PM,Nationals at Pirates,Nationals,Pirates,PNC Park - Pittsburgh
4/14/25,Monday,7:05 PM,7:05 PM,Red Sox at Rays,Red Sox,Rays,George M. Steinbrenner Field - Tampa
4/14/25,Monday,6:40 PM,7:40 PM,Mets at Twins,Mets,Twins,Target Field - Minneapolis
4/14/25,Monday,7:05 PM,7:05 PM,Royals at Yankees,Royals,Yankees,Yankee Stadium - Bronx
4/15/25,Tuesday,7:07 PM,7:07 PM,Braves at Blue Jays,Braves,Blue Jays,Rogers Centre - Toronto
4/15/25,Tuesday,6:40 PM,7:40 PM,Tigers at Brewers,Tigers,Brewers,American Family Field - Milwaukee
4/15/25,Tuesday,6:45 PM,7:45 PM,Astros at Cardinals,Astros,Cardinals,Busch Stadium - St. Louis
4/15/25,Tuesday,7:10 PM,10:10 PM,Rockies at Dodgers,Rockies,Dodgers,Dodger Stadium - Los Angeles
4/15/25,Tuesday,6:40 PM,6:40 PM,D-backs at Marlins,D-backs,Marlins,loanDepot park - Miami
4/15/25,Tuesday,7:05 PM,7:05 PM,Guardians at Orioles,Guardians,Orioles,Oriole Park at Camden Yards - Baltimore
4/15/25,Tuesday,6:40 PM,9:40 PM,Cubs at Padres,Cubs,Padres,Petco Park - San Diego
4/15/25,Tuesday,6:45 PM,6:45 PM,Giants at Phillies,Giants,Phillies,Citizens Bank Park - Philadelphia
4/15/25,Tuesday,6:40 PM,6:40 PM,Nationals at Pirates,Nationals,Pirates,PNC Park - Pittsburgh
4/15/25,Tuesday,7:05 PM,8:05 PM,Angels at Rangers,Angels,Rangers,Globe Life Field - Arlington
4/15/25,Tuesday,7:05 PM,7:05 PM,Red Sox at Rays,Red Sox,Rays,George M. Steinbrenner Field - Tampa
4/15/25,Tuesday,6:40 PM,6:40 PM,Mariners at Reds,Mariners,Reds,Great American Ball Park - Cincinnati
4/15/25,Tuesday,6:40 PM,7:40 PM,Mets at Twins,Mets,Twins,Target Field - Minneapolis
4/15/25,Tuesday,6:40 PM,7:40 PM,Athletics at White Sox,Athletics,White Sox,Rate Field - Chicago
4/15/25,Tuesday,7:05 PM,7:05 PM,Royals at Yankees,Royals,Yankees,Yankee Stadium - Bronx
4/16/25,Wednesday,1:07 PM,1:07 PM,Braves at Blue Jays,Braves,Blue Jays,Rogers Centre - Toronto
4/16/25,Wednesday,12:10 PM,1:10 PM,Tigers at Brewers,Tigers,Brewers,American Family Field - Milwaukee
4/16/25,Wednesday,12:15 PM,1:15 PM,Astros at Cardinals,Astros,Cardinals,Busch Stadium - St. Louis
4/16/25,Wednesday,7:10 PM,10:10 PM,Rockies at Dodgers,Rockies,Dodgers,Dodger Stadium - Los Angeles
4/16/25,Wednesday,6:40 PM,6:40 PM,D-backs at Marlins,D-backs,Marlins,loanDepot park - Miami
4/16/25,Wednesday,6:35 PM,6:35 PM,Guardians at Orioles,Guardians,Orioles,Oriole Park at Camden Yards - Baltimore
4/16/25,Wednesday,1:10 PM,4:10 PM,Cubs at Padres,Cubs,Padres,Petco Park - San Diego
4/16/25,Wednesday,6:45 PM,6:45 PM,Giants at Phillies,Giants,Phillies,Citizens Bank Park - Philadelphia
4/16/25,Wednesday,6:40 PM,6:40 PM,Nationals at Pirates,Nationals,Pirates,PNC Park - Pittsburgh
4/16/25,Wednesday,7:05 PM,8:05 PM,Angels at Rangers,Angels,Rangers,Globe Life Field - Arlington
4/16/25,Wednesday,7:05 PM,7:05 PM,Red Sox at Rays,Red Sox,Rays,George M. Steinbrenner Field - Tampa
4/16/25,Wednesday,6:40 PM,6:40 PM,Mariners at Reds,Mariners,Reds,Great American Ball Park - Cincinnati
4/16/25,Wednesday,12:10 PM,1:10 PM,Mets at Twins,Mets,Twins,Target Field - Minneapolis
4/16/25,Wednesday,6:40 PM,7:40 PM,Athletics at White Sox,Athletics,White Sox,Rate Field - Chicago
4/16/25,Wednesday,7:05 PM,7:05 PM,Royals at Yankees,Royals,Yankees,Yankee Stadium - Bronx
4/17/25,Thursday,12:10 PM,12:10 PM,D-backs at Marlins,D-backs,Marlins,loanDepot park - Miami
4/17/25,Thursday,7:10 PM,7:10 PM,Cardinals at Mets,Cardinals,Mets,Citi Field - Flushing
4/17/25,Thursday,6:35 PM,6:35 PM,Guardians at Orioles,Guardians,Orioles,Oriole Park at Camden Yards - Baltimore
4/17/25,Thursday,4:05 PM,4:05 PM,Giants at Phillies,Giants,Phillies,Citizens Bank Park - Philadelphia
4/17/25,Thursday,12:35 PM,12:35 PM,Nationals at Pirates,Nationals,Pirates,PNC Park - Pittsburgh
4/17/25,Thursday,7:05 PM,8:05 PM,Angels at Rangers,Angels,Rangers,Globe Life Field - Arlington
4/17/25,Thursday,7:05 PM,7:05 PM,Yankees at Rays,Yankees,Rays,George M. Steinbrenner Field - Tampa
4/17/25,Thursday,12:40 PM,12:40 PM,Mariners at Reds,Mariners,Reds,Great American Ball Park - Cincinnati
4/17/25,Thursday,6:40 PM,6:40 PM,Royals at Tigers,Royals,Tigers,Comerica Park - Detroit
4/17/25,Thursday,1:10 PM,2:10 PM,Athletics at White Sox,Athletics,White Sox,Rate Field - Chicago
4/18/25,Friday,6:38 PM,9:38 PM,Giants at Angels,Giants,Angels,Angel Stadium - Anaheim
4/18/25,Friday,7:10 PM,8:10 PM,Padres at Astros,Padres,Astros,Daikin Park - Houston
4/18/25,Friday,7:07 PM,7:07 PM,Mariners at Blue Jays,Mariners,Blue Jays,Rogers Centre - Toronto
4/18/25,Friday,7:15 PM,7:15 PM,Twins at Braves,Twins,Braves,Truist Park - Atlanta
4/18/25,Friday,7:10 PM,8:10 PM,Athletics at Brewers,Athletics,Brewers,American Family Field - Milwaukee
4/18/25,Friday,1:20 PM,2:20 PM,D-backs at Cubs,D-backs,Cubs,Wrigley Field - Chicago
4/18/25,Friday,7:10 PM,7:10 PM,Cardinals at Mets,Cardinals,Mets,Citi Field - Flushing
4/18/25,Friday,7:05 PM,7:05 PM,Reds at Orioles,Reds,Orioles,Oriole Park at Camden Yards - Baltimore
4/18/25,Friday,6:45 PM,6:45 PM,Marlins at Phillies,Marlins,Phillies,Citizens Bank Park - Philadelphia
4/18/25,Friday,6:40 PM,6:40 PM,Guardians at Pirates,Guardians,Pirates,PNC Park - Pittsburgh
4/18/25,Friday,7:05 PM,8:05 PM,Dodgers at Rangers,Dodgers,Rangers,Globe Life Field - Arlington
4/18/25,Friday,7:05 PM,7:05 PM,Yankees at Rays,Yankees,Rays,George M. Steinbrenner Field - Tampa
4/18/25,Friday,7:10 PM,7:10 PM,White Sox at Red Sox,White Sox,Red Sox,Fenway Park - Boston
4/18/25,Friday,6:40 PM,8:40 PM,Nationals at Rockies,Nationals,Rockies,Coors Field - Denver
4/18/25,Friday,6:40 PM,6:40 PM,Royals at Tigers,Royals,Tigers,Comerica Park - Detroit
4/19/25,Saturday,6:38 PM,9:38 PM,Giants at Angels,Giants,Angels,Angel Stadium - Anaheim
4/19/25,Saturday,6:10 PM,7:10 PM,Padres at Astros,Padres,Astros,Daikin Park - Houston
4/19/25,Saturday,3:07 PM,3:07 PM,Mariners at Blue Jays,Mariners,Blue Jays,Rogers Centre - Toronto
4/19/25,Saturday,7:15 PM,7:15 PM,Twins at Braves,Twins,Braves,Truist Park - Atlanta
4/19/25,Saturday,6:10 PM,7:10 PM,Athletics at Brewers,Athletics,Brewers,American Family Field - Milwaukee
4/19/25,Saturday,1:20 PM,2:20 PM,D-backs at Cubs,D-backs,Cubs,Wrigley Field - Chicago
4/19/25,Saturday,4:05 PM,4:05 PM,Cardinals at Mets,Cardinals,Mets,Citi Field - Flushing
4/19/25,Saturday,4:05 PM,4:05 PM,Reds at Orioles,Reds,Orioles,Oriole Park at Camden Yards - Baltimore
4/19/25,Saturday,1:05 PM,1:05 PM,Marlins at Phillies,Marlins,Phillies,Citizens Bank Park - Philadelphia
4/19/25,Saturday,4:05 PM,4:05 PM,Guardians at Pirates,Guardians,Pirates,PNC Park - Pittsburgh
4/19/25,Saturday,3:05 PM,4:05 PM,Dodgers at Rangers,Dodgers,Rangers,Globe Life Field - Arlington
4/19/25,Saturday,4:10 PM,4:10 PM,Yankees at Rays,Yankees,Rays,George M. Steinbrenner Field - Tampa
4/19/25,Saturday,4:10 PM,4:10 PM,White Sox at Red Sox,White Sox,Red Sox,Fenway Park - Boston
4/19/25,Saturday,1:10 PM,3:10 PM,Nationals at Rockies,Nationals,Rockies,Coors Field - Denver
4/19/25,Saturday,1:10 PM,1:10 PM,Royals at Tigers,Royals,Tigers,Comerica Park - Detroit
4/20/25,Sunday,1:07 PM,4:07 PM,Giants at Angels,Giants,Angels,Angel Stadium - Anaheim
4/20/25,Sunday,6:10 PM,7:10 PM,Padres at Astros,Padres,Astros,Daikin Park - Houston
4/20/25,Sunday,1:37 PM,1:37 PM,Mariners at Blue Jays,Mariners,Blue Jays,Rogers Centre - Toronto
4/20/25,Sunday,1:35 PM,1:35 PM,Twins at Braves,Twins,Braves,Truist Park - Atlanta
4/20/25,Sunday,1:10 PM,2:10 PM,Athletics at Brewers,Athletics,Brewers,American Family Field - Milwaukee
4/20/25,Sunday,1:20 PM,2:20 PM,D-backs at Cubs,D-backs,Cubs,Wrigley Field - Chicago
4/20/25,Sunday,1:40 PM,1:40 PM,Cardinals at Mets,Cardinals,Mets,Citi Field - Flushing
4/20/25,Sunday,1:35 PM,1:35 PM,Reds at Orioles,Reds,Orioles,Oriole Park at Camden Yards - Baltimore
4/20/25,Sunday,1:35 PM,1:35 PM,Marlins at Phillies,Marlins,Phillies,Citizens Bank Park - Philadelphia
4/20/25,Sunday,1:35 PM,1:35 PM,Guardians at Pirates,Guardians,Pirates,PNC Park - Pittsburgh
4/20/25,Sunday,1:35 PM,2:35 PM,Dodgers at Rangers,Dodgers,Rangers,Globe Life Field - Arlington
4/20/25,Sunday,1:40 PM,1:40 PM,Yankees at Rays,Yankees,Rays,George M. Steinbrenner Field - Tampa
4/20/25,Sunday,1:35 PM,1:35 PM,White Sox at Red Sox,White Sox,Red Sox,Fenway Park - Boston
4/20/25,Sunday,1:10 PM,3:10 PM,Nationals at Rockies,Nationals,Rockies,Coors Field - Denver
4/20/25,Sunday,1:40 PM,1:40 PM,Royals at Tigers,Royals,Tigers,Comerica Park - Detroit
4/21/25,Monday,7:10 PM,8:10 PM,Blue Jays at Astros,Blue Jays,Astros,Daikin Park - Houston
4/21/25,Monday,7:15 PM,7:15 PM,Cardinals at Braves,Cardinals,Braves,Truist Park - Atlanta
4/21/25,Monday,6:45 PM,9:45 PM,Brewers at Giants,Brewers,Giants,Oracle Park - San Francisco
4/21/25,Monday,6:10 PM,6:10 PM,Yankees at Guardians,Yankees,Guardians,Progressive Field - Cleveland
4/21/25,Monday,6:40 PM,6:40 PM,Reds at Marlins,Reds,Marlins,loanDepot park - Miami
4/21/25,Monday,7:10 PM,7:10 PM,Phillies at Mets,Phillies,Mets,Citi Field - Flushing
4/21/25,Monday,11:10 AM,11:10 AM,White Sox at Red Sox,White Sox,Red Sox,Fenway Park - Boston
4/21/25,Monday,6:40 PM,6:40 PM,Padres at Tigers,Padres,Tigers,Comerica Park - Detroit
4/22/25,Tuesday,6:38 PM,9:38 PM,Pirates at Angels,Pirates,Angels,Angel Stadium - Anaheim
4/22/25,Tuesday,7:10 PM,8:10 PM,Blue Jays at Astros,Blue Jays,Astros,Daikin Park - Houston
4/22/25,Tuesday,7:05 PM,10:05 PM,Rangers at Athletics,Rangers,Athletics,Sutter Health Park - Sacramento
4/22/25,Tuesday,7:15 PM,7:15 PM,Cardinals at Braves,Cardinals,Braves,Truist Park - Atlanta
4/22/25,Tuesday,6:40 PM,7:40 PM,Dodgers at Cubs,Dodgers,Cubs,Wrigley Field - Chicago
4/22/25,Tuesday,6:40 PM,9:40 PM,Rays at D-backs,Rays,D-backs,Chase Field - Phoenix
4/22/25,Tuesday,6:45 PM,9:45 PM,Brewers at Giants,Brewers,Giants,Oracle Park - San Francisco
4/22/25,Tuesday,6:10 PM,6:10 PM,Yankees at Guardians,Yankees,Guardians,Progressive Field - Cleveland
4/22/25,Tuesday,6:40 PM,6:40 PM,Reds at Marlins,Reds,Marlins,loanDepot park - Miami
4/22/25,Tuesday,7:10 PM,7:10 PM,Phillies at Mets,Phillies,Mets,Citi Field - Flushing
4/22/25,Tuesday,6:45 PM,6:45 PM,Orioles at Nationals,Orioles,Nationals,Nationals Park - Washington
4/22/25,Tuesday,6:45 PM,6:45 PM,Mariners at Red Sox,Mariners,Red Sox,Fenway Park - Boston
4/22/25,Tuesday,6:40 PM,7:40 PM,Rockies at Royals,Rockies,Royals,Kauffman Stadium - Kansas City
4/22/25,Tuesday,6:40 PM,6:40 PM,Padres at Tigers,Padres,Tigers,Comerica Park - Detroit
4/22/25,Tuesday,6:40 PM,7:40 PM,White Sox at Twins,White Sox,Twins,Target Field - Minneapolis
4/23/25,Wednesday,6:38 PM,9:38 PM,Pirates at Angels,Pirates,Angels,Angel Stadium - Anaheim
4/23/25,Wednesday,6:40 PM,7:40 PM,Blue Jays at Astros,Blue Jays,Astros,Daikin Park - Houston
4/23/25,Wednesday,7:05 PM,10:05 PM,Rangers at Athletics,Rangers,Athletics,Sutter Health Park - Sacramento
4/23/25,Wednesday,12:15 PM,12:15 PM,Cardinals at Braves,Cardinals,Braves,Truist Park - Atlanta
4/23/25,Wednesday,6:00 PM,7:00 PM,Dodgers at Cubs,Dodgers,Cubs,Wrigley Field - Chicago
4/23/25,Wednesday,6:40 PM,9:40 PM,Rays at D-backs,Rays,D-backs,Chase Field - Phoenix
4/23/25,Wednesday,6:45 PM,9:45 PM,Brewers at Giants,Brewers,Giants,Oracle Park - San Francisco
4/23/25,Wednesday,1:10 PM,1:10 PM,Yankees at Guardians,Yankees,Guardians,Progressive Field - Cleveland
4/23/25,Wednesday,1:10 PM,1:10 PM,Reds at Marlins,Reds,Marlins,loanDepot park - Miami
4/23/25,Wednesday,1:10 PM,1:10 PM,Phillies at Mets,Phillies,Mets,Citi Field - Flushing
4/23/25,Wednesday,6:45 PM,6:45 PM,Orioles at Nationals,Orioles,Nationals,Nationals Park - Washington
4/23/25,Wednesday,6:45 PM,6:45 PM,Mariners at Red Sox,Mariners,Red Sox,Fenway Park - Boston
4/23/25,Wednesday,6:40 PM,7:40 PM,Rockies at Royals,Rockies,Royals,Kauffman Stadium - Kansas City
4/23/25,Wednesday,1:10 PM,1:10 PM,Padres at Tigers,Padres,Tigers,Comerica Park - Detroit
4/23/25,Wednesday,6:40 PM,7:40 PM,White Sox at Twins,White Sox,Twins,Target Field - Minneapolis
4/24/25,Thursday,6:29 PM,9:29 PM,Pirates at Angels,Pirates,Angels,Angel Stadium - Anaheim
4/24/25,Thursday,7:05 PM,10:05 PM,Rangers at Athletics,Rangers,Athletics,Sutter Health Park - Sacramento
4/24/25,Thursday,6:40 PM,9:40 PM,Rays at D-backs,Rays,D-backs,Chase Field - Phoenix
4/24/25,Thursday,12:45 PM,3:45 PM,Brewers at Giants,Brewers,Giants,Oracle Park - San Francisco
4/24/25,Thursday,6:45 PM,6:45 PM,Orioles at Nationals,Orioles,Nationals,Nationals Park - Washington
4/24/25,Thursday,1:35 PM,1:35 PM,Mariners at Red Sox,Mariners,Red Sox,Fenway Park - Boston
4/24/25,Thursday,1:10 PM,2:10 PM,Rockies at Royals,Rockies,Royals,Kauffman Stadium - Kansas City
4/24/25,Thursday,12:10 PM,1:10 PM,White Sox at Twins,White Sox,Twins,Target Field - Minneapolis
4/25/25,Friday,7:05 PM,10:05 PM,White Sox at Athletics,White Sox,Athletics,Sutter Health Park - Sacramento
4/25/25,Friday,7:15 PM,8:15 PM,Brewers at Cardinals,Brewers,Cardinals,Busch Stadium - St. Louis
4/25/25,Friday,1:20 PM,2:20 PM,Phillies at Cubs,Phillies,Cubs,Wrigley Field - Chicago
4/25/25,Friday,6:40 PM,9:40 PM,Braves at D-backs,Braves,D-backs,Chase Field - Phoenix
4/25/25,Friday,7:10 PM,10:10 PM,Pirates at Dodgers,Pirates,Dodgers,Dodger Stadium - Los Angeles
4/25/25,Friday,7:15 PM,10:15 PM,Rangers at Giants,Rangers,Giants,Oracle Park - San Francisco
4/25/25,Friday,7:10 PM,7:10 PM,Red Sox at Guardians,Red Sox,Guardians,Progressive Field - Cleveland
4/25/25,Friday,6:40 PM,9:40 PM,Marlins at Mariners,Marlins,Mariners,T-Mobile Park - Seattle
4/25/25,Friday,6:45 PM,6:45 PM,Mets at Nationals,Mets,Nationals,Nationals Park - Washington
4/25/25,Friday,6:40 PM,9:40 PM,Rays at Padres,Rays,Padres,Petco Park - San Diego
4/25/25,Friday,6:40 PM,8:40 PM,Reds at Rockies,Reds,Rockies,Coors Field - Denver
4/25/25,Friday,6:40 PM,7:40 PM,Astros at Royals,Astros,Royals,Kauffman Stadium - Kansas City
4/25/25,Friday,6:40 PM,6:40 PM,Orioles at Tigers,Orioles,Tigers,Comerica Park - Detroit
4/25/25,Friday,7:10 PM,8:10 PM,Angels at Twins,Angels,Twins,Target Field - Minneapolis
4/25/25,Friday,7:05 PM,7:05 PM,Blue Jays at Yankees,Blue Jays,Yankees,Yankee Stadium - Bronx
4/26/25,Saturday,1:05 PM,4:05 PM,White Sox at Athletics,White Sox,Athletics,Sutter Health Park - Sacramento
4/26/25,Saturday,1:15 PM,2:15 PM,Brewers at Cardinals,Brewers,Cardinals,Busch Stadium - St. Louis
4/26/25,Saturday,3:05 PM,4:05 PM,Phillies at Cubs,Phillies,Cubs,Wrigley Field - Chicago
4/26/25,Saturday,5:10 PM,8:10 PM,Braves at D-backs,Braves,D-backs,Chase Field - Phoenix
4/26/25,Saturday,6:10 PM,9:10 PM,Pirates at Dodgers,Pirates,Dodgers,Dodger Stadium - Los Angeles
4/26/25,Saturday,1:05 PM,4:05 PM,Rangers at Giants,Rangers,Giants,Oracle Park - San Francisco
4/26/25,Saturday,6:10 PM,6:10 PM,Red Sox at Guardians,Red Sox,Guardians,Progressive Field - Cleveland
4/26/25,Saturday,6:40 PM,9:40 PM,Marlins at Mariners,Marlins,Mariners,T-Mobile Park - Seattle
4/26/25,Saturday,4:05 PM,4:05 PM,Mets at Nationals,Mets,Nationals,Nationals Park - Washington
4/26/25,Saturday,5:40 PM,8:40 PM,Rays at Padres,Rays,Padres,Petco Park - San Diego
4/26/25,Saturday,1:10 PM,3:10 PM,Reds at Rockies,Reds,Rockies,Coors Field - Denver
4/26/25,Saturday,6:10 PM,7:10 PM,Astros at Royals,Astros,Royals,Kauffman Stadium - Kansas City
4/26/25,Saturday,1:10 PM,1:10 PM,Orioles at Tigers,Orioles,Tigers,Comerica Park - Detroit
4/26/25,Saturday,1:10 PM,2:10 PM,Angels at Twins,Angels,Twins,Target Field - Minneapolis
4/26/25,Saturday,1:05 PM,1:05 PM,Blue Jays at Yankees,Blue Jays,Yankees,Yankee Stadium - Bronx
4/27/25,Sunday,1:05 PM,4:05 PM,White Sox at Athletics,White Sox,Athletics,Sutter Health Park - Sacramento
4/27/25,Sunday,1:15 PM,2:15 PM,Brewers at Cardinals,Brewers,Cardinals,Busch Stadium - St. Louis
4/27/25,Sunday,6:10 PM,7:10 PM,Phillies at Cubs,Phillies,Cubs,Wrigley Field - Chicago
4/27/25,Sunday,1:10 PM,4:10 PM,Braves at D-backs,Braves,D-backs,Chase Field - Phoenix
4/27/25,Sunday,1:10 PM,4:10 PM,Pirates at Dodgers,Pirates,Dodgers,Dodger Stadium - Los Angeles
4/27/25,Sunday,1:05 PM,4:05 PM,Rangers at Giants,Rangers,Giants,Oracle Park - San Francisco
4/27/25,Sunday,1:40 PM,1:40 PM,Red Sox at Guardians,Red Sox,Guardians,Progressive Field - Cleveland
4/27/25,Sunday,1:10 PM,4:10 PM,Marlins at Mariners,Marlins,Mariners,T-Mobile Park - Seattle
4/27/25,Sunday,1:35 PM,1:35 PM,Mets at Nationals,Mets,Nationals,Nationals Park - Washington
4/27/25,Sunday,1:10 PM,4:10 PM,Rays at Padres,Rays,Padres,Petco Park - San Diego
4/27/25,Sunday,1:10 PM,3:10 PM,Reds at Rockies,Reds,Rockies,Coors Field - Denver
4/27/25,Sunday,1:10 PM,2:10 PM,Astros at Royals,Astros,Royals,Kauffman Stadium - Kansas City
4/27/25,Sunday,1:40 PM,1:40 PM,Orioles at Tigers,Orioles,Tigers,Comerica Park - Detroit
4/27/25,Sunday,1:10 PM,2:10 PM,Angels at Twins,Angels,Twins,Target Field - Minneapolis
4/27/25,Sunday,,,Blue Jays at Yankees - Time TBD,Blue Jays,Yankees,Yankee Stadium - Bronx
4/28/25,Monday,7:10 PM,8:10 PM,Tigers at Astros,Tigers,Astros,Daikin Park - Houston
4/28/25,Monday,7:10 PM,10:10 PM,Marlins at Dodgers,Marlins,Dodgers,Dodger Stadium - Los Angeles
4/28/25,Monday,6:10 PM,6:10 PM,Twins at Guardians,Twins,Guardians,Progressive Field - Cleveland
4/28/25,Monday,4:05 PM,4:05 PM,Mets at Nationals,Mets,Nationals,Nationals Park - Washington
4/28/25,Monday,6:35 PM,6:35 PM,Yankees at Orioles,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
4/28/25,Monday,7:05 PM,8:05 PM,Athletics at Rangers,Athletics,Rangers,Globe Life Field - Arlington
4/28/25,Monday,6:40 PM,6:40 PM,Cardinals at Reds,Cardinals,Reds,Great American Ball Park - Cincinnati
4/28/25,Monday,6:40 PM,8:40 PM,Braves at Rockies,Braves,Rockies,Coors Field - Denver
4/29/25,Tuesday,7:10 PM,8:10 PM,Tigers at Astros,Tigers,Astros,Daikin Park - Houston
4/29/25,Tuesday,7:07 PM,7:07 PM,Red Sox at Blue Jays,Red Sox,Blue Jays,Rogers Centre - Toronto
4/29/25,Tuesday,7:10 PM,10:10 PM,Marlins at Dodgers,Marlins,Dodgers,Dodger Stadium - Los Angeles
4/29/25,Tuesday,6:10 PM,6:10 PM,Twins at Guardians,Twins,Guardians,Progressive Field - Cleveland
4/29/25,Tuesday,6:40 PM,9:40 PM,Angels at Mariners,Angels,Mariners,T-Mobile Park - Seattle
4/29/25,Tuesday,7:10 PM,7:10 PM,D-backs at Mets,D-backs,Mets,Citi Field - Flushing
4/29/25,Tuesday,6:35 PM,6:35 PM,Yankees at Orioles,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
4/29/25,Tuesday,6:40 PM,9:40 PM,Giants at Padres,Giants,Padres,Petco Park - San Diego
4/29/25,Tuesday,6:45 PM,6:45 PM,Nationals at Phillies,Nationals,Phillies,Citizens Bank Park - Philadelphia
4/29/25,Tuesday,6:40 PM,6:40 PM,Cubs at Pirates,Cubs,Pirates,PNC Park - Pittsburgh
4/29/25,Tuesday,7:05 PM,8:05 PM,Athletics at Rangers,Athletics,Rangers,Globe Life Field - Arlington
4/29/25,Tuesday,7:05 PM,7:05 PM,Royals at Rays,Royals,Rays,George M. Steinbrenner Field - Tampa
4/29/25,Tuesday,6:40 PM,6:40 PM,Cardinals at Reds,Cardinals,Reds,Great American Ball Park - Cincinnati
4/29/25,Tuesday,6:40 PM,8:40 PM,Braves at Rockies,Braves,Rockies,Coors Field - Denver
4/29/25,Tuesday,6:40 PM,7:40 PM,Brewers at White Sox,Brewers,White Sox,Rate Field - Chicago
4/30/25,Wednesday,1:10 PM,2:10 PM,Tigers at Astros,Tigers,Astros,Daikin Park - Houston
4/30/25,Wednesday,7:07 PM,7:07 PM,Red Sox at Blue Jays,Red Sox,Blue Jays,Rogers Centre - Toronto
4/30/25,Wednesday,12:10 PM,3:10 PM,Marlins at Dodgers,Marlins,Dodgers,Dodger Stadium - Los Angeles
4/30/25,Wednesday,6:10 PM,6:10 PM,Twins at Guardians,Twins,Guardians,Progressive Field - Cleveland
4/30/25,Wednesday,1:10 PM,4:10 PM,Angels at Mariners,Angels,Mariners,T-Mobile Park - Seattle
4/30/25,Wednesday,7:10 PM,7:10 PM,D-backs at Mets,D-backs,Mets,Citi Field - Flushing
4/30/25,Wednesday,6:35 PM,6:35 PM,Yankees at Orioles,Yankees,Orioles,Oriole Park at Camden Yards - Baltimore
4/30/25,Wednesday,1:10 PM,4:10 PM,Giants at Padres,Giants,Padres,Petco Park - San Diego
4/30/25,Wednesday,6:45 PM,6:45 PM,Nationals at Phillies,Nationals,Phillies,Citizens Bank Park - Philadelphia
4/30/25,Wednesday,6:40 PM,6:40 PM,Cubs at Pirates,Cubs,Pirates,PNC Park - Pittsburgh
4/30/25,Wednesday,7:05 PM,8:05 PM,Athletics at Rangers,Athletics,Rangers,Globe Life Field - Arlington
4/30/25,Wednesday,7:05 PM,7:05 PM,Royals at Rays,Royals,Rays,George M. Steinbrenner Field - Tampa
4/30/25,Wednesday,6:40 PM,6:40 PM,Cardinals at Reds,Cardinals,Reds,Great American Ball Park - Cincinnati
4/30/25,Wednesday,1:10 PM,3:10 PM,Braves at Rockies,Braves,Rockies,Coors Field - Denver
4/30/25,Wednesday,6:40 PM,7:40 PM,Brewers at White Sox,Brewers,White Sox,Rate Field - Chicago
5/1/25,Thursday,6:38 PM,9:38 PM,Tigers at Angels,Tigers,Angels,Angel Stadium - Anaheim
5/1/25,Thursday,7:07 PM,7:07 PM,Red Sox at Blue Jays,Red Sox,Blue Jays,Rogers Centre - Toronto
5/1/25,Thursday,,,Rockies at Giants - Time TBD,Rockies,Giants,Oracle Park - San Francisco
5/1/25,Thursday,1:10 PM,1:10 PM,Twins at Guardians,Twins,Guardians,Progressive Field - Cleveland
5/1/25,Thursday,1:10 PM,1:10 PM,D-backs at Mets,D-backs,Mets,Citi Field - Flushing
5/1/25,Thursday,6:45 PM,6:45 PM,Nationals at Phillies,Nationals,Phillies,Citizens Bank Park - Philadelphia
5/1/25,Thursday,12:35 PM,12:35 PM,Cubs at Pirates,Cubs,Pirates,PNC Park - Pittsburgh
5/1/25,Thursday,1:35 PM,2:35 PM,Athletics at Rangers,Athletics,Rangers,Globe Life Field - Arlington
5/1/25,Thursday,1:10 PM,1:10 PM,Royals at Rays,Royals,Rays,George M. Steinbrenner Field - Tampa
5/1/25,Thursday,12:40 PM,12:40 PM,Cardinals at Reds,Cardinals,Reds,Great American Ball Park - Cincinnati
5/1/25,Thursday,1:10 PM,2:10 PM,Brewers at White Sox,Brewers,White Sox,Rate Field - Chicago
5/2/25,Friday,6:38 PM,9:38 PM,Tigers at Angels,Tigers,Angels,Angel Stadium - Anaheim
5/2/25,Friday,7:07 PM,7:07 PM,Guardians at Blue Jays,Guardians,Blue Jays,Rogers Centre - Toronto
5/2/25,Friday,7:15 PM,7:15 PM,Dodgers at Braves,Dodgers,Braves,Truist Park - Atlanta
5/2/25,Friday,7:10 PM,8:10 PM,Cubs at Brewers,Cubs,Brewers,American Family Field - Milwaukee
5/2/25,Friday,7:15 PM,8:15 PM,Mets at Cardinals,Mets,Cardinals,Busch Stadium - St. Louis
5/2/25,Friday,7:15 PM,10:15 PM,Rockies at Giants,Rockies,Giants,Oracle Park - San Francisco
5/2/25,Friday,7:10 PM,7:10 PM,Athletics at Marlins,Athletics,Marlins,loanDepot park - Miami
5/2/25,Friday,7:05 PM,7:05 PM,Royals at Orioles,Royals,Orioles,Oriole Park at Camden Yards - Baltimore
