date,team_ID,home_or_away,opponent,result,win_percentage
2022-04-08,COL,Home,LAD,L,0.0
2022-04-09,COL,Home,LAD,W,0.5
2022-04-10,COL,Home,LAD,W,0.667
2022-04-11,COL,@,TEX,W,0.75
2022-04-12,COL,@,TEX,W,0.8
2022-04-14,COL,Home,CHC,L,0.667
2022-04-15,COL,Home,CHC,W,0.714
2022-04-16,COL,Home,CHC,W,0.75
2022-04-17,COL,Home,CHC,L,0.667
2022-04-18,COL,Home,PHI,W,0.7
2022-04-19,COL,Home,PHI,W,0.727
2022-04-20,COL,Home,PHI,L,0.667
2022-04-23,COL,@,DET,L,0.615
2022-04-23,COL,@,DET,W,0.643
2022-04-24,COL,@,DET,W,0.667
2022-04-25,COL,@,PHI,L,0.625
2022-04-26,COL,@,PHI,L,0.588
2022-04-27,COL,@,PHI,L,0.556
2022-04-28,COL,@,PHI,L,0.526
2022-04-29,COL,Home,CIN,W,0.55
2022-04-30,COL,Home,CIN,W,0.571
2022-05-01,COL,Home,CIN,W,0.591
2022-05-03,COL,Home,WSN,L,0.565
2022-05-04,COL,Home,WSN,W,0.583
2022-05-05,COL,Home,WSN,W,0.6
2022-05-06,COL,@,ARI,L,0.577
2022-05-07,COL,@,ARI,W,0.593
2022-05-08,COL,@,ARI,L,0.571
2022-05-09,COL,@,SFG,L,0.552
2022-05-10,COL,@,SFG,L,0.533
2022-05-11,COL,@,SFG,L,0.516
2022-05-13,COL,Home,KCR,L,0.5
2022-05-14,COL,Home,KCR,W,0.515
2022-05-15,COL,Home,KCR,L,0.5
2022-05-16,COL,Home,SFG,L,0.486
2022-05-17,COL,Home,SFG,L,0.472
2022-05-18,COL,Home,SFG,W,0.486
2022-05-21,COL,Home,NYM,L,0.474
2022-05-21,COL,Home,NYM,W,0.487
2022-05-22,COL,Home,NYM,L,0.475
2022-05-23,COL,@,PIT,L,0.463
2022-05-24,COL,@,PIT,W,0.476
2022-05-25,COL,@,PIT,L,0.465
2022-05-26,COL,@,WSN,L,0.455
2022-05-28,COL,@,WSN,L,0.444
2022-05-28,COL,@,WSN,W,0.457
2022-05-29,COL,@,WSN,L,0.447
2022-05-30,COL,Home,MIA,W,0.458
2022-06-01,COL,Home,MIA,L,0.449
2022-06-01,COL,Home,MIA,W-wo,0.46
2022-06-02,COL,Home,ATL,L,0.451
2022-06-03,COL,Home,ATL,L,0.442
2022-06-04,COL,Home,ATL,L,0.434
2022-06-05,COL,Home,ATL,L,0.426
2022-06-07,COL,@,SFG,W,0.436
2022-06-08,COL,@,SFG,L-wo,0.429
2022-06-09,COL,@,SFG,W,0.439
2022-06-10,COL,@,SDP,L,0.431
2022-06-11,COL,@,SDP,L-wo,0.424
2022-06-11,COL,@,SDP,W,0.433
2022-06-12,COL,@,SDP,W,0.443
2022-06-14,COL,Home,CLE,L,0.435
2022-06-15,COL,Home,CLE,L,0.429
2022-06-16,COL,Home,CLE,L,0.422
2022-06-17,COL,Home,SDP,W,0.431
2022-06-18,COL,Home,SDP,W,0.439
2022-06-19,COL,Home,SDP,W,0.448
2022-06-21,COL,@,MIA,L,0.441
2022-06-22,COL,@,MIA,L,0.435
2022-06-23,COL,@,MIA,L,0.429
2022-06-24,COL,@,MIN,W,0.437
2022-06-25,COL,@,MIN,L,0.431
2022-06-26,COL,@,MIN,L,0.425
2022-06-27,COL,Home,LAD,W,0.432
2022-06-28,COL,Home,LAD,W,0.44
2022-06-29,COL,Home,LAD,L,0.434
2022-07-01,COL,Home,ARI,L,0.429
2022-07-02,COL,Home,ARI,W,0.436
2022-07-03,COL,Home,ARI,W,0.443
2022-07-04,COL,@,LAD,L,0.438
2022-07-05,COL,@,LAD,L,0.432
2022-07-06,COL,@,LAD,L-wo,0.427
2022-07-07,COL,@,ARI,W,0.434
2022-07-08,COL,@,ARI,W,0.44
2022-07-09,COL,@,ARI,L,0.435
2022-07-10,COL,@,ARI,W,0.442
2022-07-11,COL,Home,SDP,L,0.437
2022-07-12,COL,Home,SDP,W,0.443
2022-07-13,COL,Home,SDP,W,0.449
2022-07-14,COL,Home,SDP,W,0.456
2022-07-15,COL,Home,PIT,W,0.462
2022-07-16,COL,Home,PIT,W,0.467
2022-07-17,COL,Home,PIT,L,0.462
2022-07-22,COL,@,MIL,L-wo,0.457
2022-07-23,COL,@,MIL,L,0.453
2022-07-24,COL,@,MIL,L,0.448
2022-07-25,COL,@,MIL,W,0.454
2022-07-26,COL,Home,CHW,L,0.449
2022-07-27,COL,Home,CHW,W-wo,0.455
2022-07-28,COL,Home,LAD,L,0.45
2022-07-29,COL,Home,LAD,L,0.446
2022-07-30,COL,Home,LAD,W,0.451
2022-07-31,COL,Home,LAD,L,0.447
2022-08-01,COL,@,SDP,L,0.442
2022-08-02,COL,@,SDP,L,0.438
2022-08-02,COL,@,SDP,L-wo,0.434
2022-08-03,COL,@,SDP,L,0.43
