date,team_ID,home_or_away,opponent,result,win_percentage
2023-03-30,LAA,@,OAK,L,0.0
2023-04-01,LAA,@,OAK,W,0.5
2023-04-02,LAA,@,OAK,W,0.667
2023-04-03,LAA,@,SEA,W,0.75
2023-04-04,LAA,@,SEA,L,0.6
2023-04-05,LAA,@,SEA,W,0.667
2023-04-07,LAA,Home,TOR,L,0.571
2023-04-08,LAA,Home,TOR,W,0.625
2023-04-09,LAA,Home,TOR,L,0.556
2023-04-10,LAA,Home,WSN,L,0.5
2023-04-11,LAA,Home,WSN,W,0.545
2023-04-12,LAA,Home,WSN,W,0.583
2023-04-14,LAA,@,BOS,L,0.538
2023-04-15,LAA,@,BOS,L,0.5
2023-04-16,LAA,@,BOS,L,0.467
2023-04-17,LAA,@,BOS,W,0.5
2023-04-18,LAA,@,NYY,W,0.529
2023-04-19,LAA,@,NYY,L-wo,0.5
2023-04-20,LAA,@,NYY,L,0.474
2023-04-21,LAA,Home,KCR,W,0.5
2023-04-22,LAA,Home,KCR,L,0.476
2023-04-23,LAA,Home,KCR,W,0.5
2023-04-24,LAA,Home,OAK,L,0.478
2023-04-25,LAA,Home,OAK,W,0.5
2023-04-26,LAA,Home,OAK,W,0.52
2023-04-27,LAA,Home,OAK,W,0.538
2023-04-28,LAA,@,MIL,L,0.519
2023-04-29,LAA,@,MIL,L,0.5
2023-04-30,LAA,@,MIL,W,0.517
2023-05-02,LAA,@,STL,W,0.533
2023-05-03,LAA,@,STL,W,0.548
2023-05-04,LAA,@,STL,W,0.562
2023-05-05,LAA,Home,TEX,W-wo,0.576
2023-05-06,LAA,Home,TEX,L,0.559
2023-05-07,LAA,Home,TEX,L,0.543
2023-05-08,LAA,Home,HOU,W,0.556
2023-05-09,LAA,Home,HOU,L,0.541
2023-05-10,LAA,Home,HOU,L,0.526
2023-05-12,LAA,@,CLE,W,0.538
2023-05-13,LAA,@,CLE,L,0.525
2023-05-14,LAA,@,CLE,L,0.512
2023-05-15,LAA,@,BAL,W,0.524
2023-05-16,LAA,@,BAL,L,0.512
2023-05-17,LAA,@,BAL,L,0.5
2023-05-18,LAA,@,BAL,W,0.511
2023-05-19,LAA,Home,MIN,W,0.522
2023-05-20,LAA,Home,MIN,L,0.511
2023-05-21,LAA,Home,MIN,W,0.521
2023-05-22,LAA,Home,BOS,W,0.531
2023-05-23,LAA,Home,BOS,W,0.54
2023-05-24,LAA,Home,BOS,W,0.549
2023-05-26,LAA,Home,MIA,L,0.538
2023-05-27,LAA,Home,MIA,L,0.528
2023-05-28,LAA,Home,MIA,L,0.519
2023-05-29,LAA,@,CHW,W,0.527
2023-05-30,LAA,@,CHW,L,0.518
2023-05-31,LAA,@,CHW,W,0.526
2023-06-01,LAA,@,HOU,L,0.517
2023-06-02,LAA,@,HOU,L,0.508
2023-06-03,LAA,@,HOU,L,0.5
2023-06-04,LAA,@,HOU,W,0.508
2023-06-06,LAA,Home,CHC,W,0.516
2023-06-07,LAA,Home,CHC,W,0.524
2023-06-08,LAA,Home,CHC,W,0.531
2023-06-09,LAA,Home,SEA,W,0.538
2023-06-10,LAA,Home,SEA,L,0.53
2023-06-11,LAA,Home,SEA,W,0.537
2023-06-12,LAA,@,TEX,W,0.544
2023-06-13,LAA,@,TEX,W,0.551
2023-06-14,LAA,@,TEX,L,0.543
2023-06-15,LAA,@,TEX,W,0.549
2023-06-16,LAA,@,KCR,W,0.556
2023-06-17,LAA,@,KCR,L-wo,0.548
2023-06-18,LAA,@,KCR,W,0.554
2023-06-20,LAA,Home,LAD,L,0.547
2023-06-21,LAA,Home,LAD,L,0.539
2023-06-23,LAA,@,COL,L,0.532
2023-06-24,LAA,@,COL,W,0.538
2023-06-25,LAA,@,COL,L,0.532
2023-06-26,LAA,Home,CHW,W-wo,0.538
2023-06-27,LAA,Home,CHW,W,0.543
2023-06-28,LAA,Home,CHW,L,0.537
2023-06-29,LAA,Home,CHW,L,0.53
2023-06-30,LAA,Home,ARI,L,0.524
2023-07-01,LAA,Home,ARI,L,0.518
2023-07-02,LAA,Home,ARI,W,0.523
2023-07-03,LAA,@,SDP,L,0.517
2023-07-04,LAA,@,SDP,L,0.511
2023-07-05,LAA,@,SDP,L,0.506
2023-07-07,LAA,@,LAD,L,0.5
2023-07-08,LAA,@,LAD,L,0.495
2023-07-14,LAA,Home,HOU,L,0.489
2023-07-15,LAA,Home,HOU,W-wo,0.495
2023-07-16,LAA,Home,HOU,L,0.489
