date,team_ID,home_or_away,opponent,result,win_percentage
2022-04-07,PIT,@,STL,L,0.0
2022-04-09,PIT,@,STL,L,0.0
2022-04-10,PIT,@,STL,W,0.333
2022-04-12,PIT,Home,CHC,L,0.25
2022-04-13,PIT,Home,CHC,W,0.4
2022-04-14,PIT,Home,WSN,W,0.5
2022-04-15,PIT,Home,WSN,L,0.429
2022-04-16,PIT,Home,WSN,W,0.5
2022-04-17,PIT,Home,WSN,W,0.556
2022-04-18,PIT,@,MIL,L,0.5
2022-04-19,PIT,@,MIL,L,0.455
2022-04-20,PIT,@,MIL,L,0.417
2022-04-21,PIT,@,CHC,W,0.462
2022-04-22,PIT,@,CHC,W,0.5
2022-04-23,PIT,@,CHC,L,0.467
2022-04-24,PIT,@,CHC,W,0.5
2022-04-26,PIT,Home,MIL,L,0.471
2022-04-27,PIT,Home,MIL,L,0.444
2022-04-28,PIT,Home,MIL,L,0.421
2022-04-29,PIT,Home,SDP,L,0.4
2022-04-30,PIT,Home,SDP,W-wo,0.429
2022-05-01,PIT,Home,SDP,L,0.409
2022-05-04,PIT,@,DET,L,0.391
2022-05-04,PIT,@,DET,W,0.417
2022-05-07,PIT,@,CIN,L,0.4
2022-05-07,PIT,@,CIN,W,0.423
2022-05-08,PIT,@,CIN,L,0.407
2022-05-09,PIT,Home,LAD,W,0.429
2022-05-10,PIT,Home,LAD,L,0.414
2022-05-11,PIT,Home,LAD,W,0.433
2022-05-12,PIT,Home,CIN,L,0.419
2022-05-13,PIT,Home,CIN,L,0.406
2022-05-14,PIT,Home,CIN,W,0.424
2022-05-15,PIT,Home,CIN,W,0.441
2022-05-16,PIT,@,CHC,L,0.429
2022-05-17,PIT,@,CHC,L,0.417
2022-05-18,PIT,@,CHC,W,0.432
2022-05-20,PIT,Home,STL,L,0.421
2022-05-21,PIT,Home,STL,L,0.41
2022-05-22,PIT,Home,STL,L,0.4
2022-05-23,PIT,Home,COL,W,0.415
2022-05-24,PIT,Home,COL,L,0.405
2022-05-25,PIT,Home,COL,W,0.419
2022-05-27,PIT,@,SDP,L,0.409
2022-05-28,PIT,@,SDP,W,0.422
2022-05-29,PIT,@,SDP,L-wo,0.413
2022-05-30,PIT,@,LAD,W,0.426
2022-05-31,PIT,@,LAD,W,0.438
2022-06-01,PIT,@,LAD,W,0.449
2022-06-03,PIT,Home,ARI,L,0.44
2022-06-04,PIT,Home,ARI,W-wo,0.451
2022-06-05,PIT,Home,ARI,W,0.462
2022-06-07,PIT,Home,DET,L,0.453
2022-06-08,PIT,Home,DET,L,0.444
2022-06-09,PIT,@,ATL,L,0.436
2022-06-10,PIT,@,ATL,L,0.429
2022-06-11,PIT,@,ATL,L,0.421
2022-06-12,PIT,@,ATL,L,0.414
2022-06-13,PIT,@,STL,L,0.407
2022-06-14,PIT,@,STL,L,0.4
2022-06-14,PIT,@,STL,L,0.393
2022-06-15,PIT,@,STL,W,0.403
2022-06-17,PIT,Home,SFG,L,0.397
2022-06-18,PIT,Home,SFG,L,0.391
2022-06-19,PIT,Home,SFG,W-wo,0.4
2022-06-20,PIT,Home,CHC,W,0.409
2022-06-21,PIT,Home,CHC,W,0.418
2022-06-22,PIT,Home,CHC,L,0.412
2022-06-23,PIT,Home,CHC,W-wo,0.42
2022-06-24,PIT,@,TBR,L-wo,0.414
2022-06-25,PIT,@,TBR,L-wo,0.408
2022-06-26,PIT,@,TBR,L,0.403
2022-06-27,PIT,@,WSN,L,0.397
2022-06-28,PIT,@,WSN,L,0.392
2022-06-29,PIT,@,WSN,W,0.4
2022-06-30,PIT,Home,MIL,W,0.408
2022-07-01,PIT,Home,MIL,L,0.403
2022-07-02,PIT,Home,MIL,W,0.41
2022-07-03,PIT,Home,MIL,L,0.405
2022-07-05,PIT,Home,NYY,W,0.412
2022-07-06,PIT,Home,NYY,L,0.407
2022-07-07,PIT,@,CIN,W,0.415
2022-07-07,PIT,@,CIN,L,0.41
2022-07-08,PIT,@,MIL,L,0.405
2022-07-09,PIT,@,MIL,W,0.412
2022-07-10,PIT,@,MIL,W,0.419
2022-07-11,PIT,@,MIA,W,0.425
2022-07-12,PIT,@,MIA,W,0.432
2022-07-13,PIT,@,MIA,L-wo,0.427
2022-07-14,PIT,@,MIA,L-wo,0.422
2022-07-15,PIT,@,COL,L,0.418
2022-07-16,PIT,@,COL,L,0.413
2022-07-17,PIT,@,COL,W,0.419
2022-07-22,PIT,Home,MIA,L,0.415
2022-07-23,PIT,Home,MIA,W,0.421
2022-07-24,PIT,Home,MIA,L,0.417
2022-07-25,PIT,@,CHC,L,0.412
2022-07-26,PIT,@,CHC,L,0.408
2022-07-28,PIT,Home,PHI,L,0.404
2022-07-29,PIT,Home,PHI,L,0.4
2022-07-30,PIT,Home,PHI,L,0.396
2022-07-31,PIT,Home,PHI,L,0.392
2022-08-02,PIT,Home,MIL,W,0.398
2022-08-03,PIT,Home,MIL,W-wo,0.404
2022-08-04,PIT,Home,MIL,W-wo,0.41
2022-08-05,PIT,@,BAL,L,0.406
2022-08-06,PIT,@,BAL,L,0.402
2022-08-07,PIT,@,BAL,W,0.407
2022-08-08,PIT,@,ARI,L,0.404
2022-08-09,PIT,@,ARI,L,0.4
2022-08-10,PIT,@,ARI,W,0.405
2022-08-11,PIT,@,ARI,L,0.402
2022-08-12,PIT,@,SFG,L,0.398
2022-08-13,PIT,@,SFG,L,0.395
2022-08-14,PIT,@,SFG,L-wo,0.391
2022-08-16,PIT,Home,BOS,L,0.388
2022-08-17,PIT,Home,BOS,L,0.385
2022-08-18,PIT,Home,BOS,W,0.39
2022-08-19,PIT,Home,CIN,W-wo,0.395
2022-08-20,PIT,Home,CIN,L,0.392
2022-08-21,PIT,Home,CIN,L,0.388
2022-08-22,PIT,Home,ATL,L,0.385
2022-08-23,PIT,Home,ATL,L,0.382
2022-08-24,PIT,Home,ATL,L,0.379
2022-08-26,PIT,@,PHI,L,0.376
2022-08-27,PIT,@,PHI,L,0.373
2022-08-28,PIT,@,PHI,W,0.378
2022-08-29,PIT,@,MIL,L-wo,0.375
2022-08-30,PIT,@,MIL,W,0.38
2022-08-31,PIT,@,MIL,L,0.377
2022-09-02,PIT,Home,TOR,L,0.374
2022-09-03,PIT,Home,TOR,L,0.371
2022-09-04,PIT,Home,TOR,L,0.368
2022-09-06,PIT,Home,NYM,W,0.373
2022-09-07,PIT,Home,NYM,L,0.37
2022-09-07,PIT,Home,NYM,L,0.368
2022-09-09,PIT,Home,STL,W,0.372
2022-09-10,PIT,Home,STL,L,0.37
2022-09-11,PIT,Home,STL,L,0.367
2022-09-12,PIT,@,CIN,W,0.371
2022-09-13,PIT,@,CIN,W,0.376
2022-09-13,PIT,@,CIN,W,0.38
2022-09-14,PIT,@,CIN,W,0.385
2022-09-15,PIT,@,NYM,L,0.382
2022-09-16,PIT,@,NYM,L,0.379
2022-09-17,PIT,@,NYM,L,0.377
2022-09-18,PIT,@,NYM,L,0.374
2022-09-20,PIT,@,NYY,L-wo,0.372
2022-09-21,PIT,@,NYY,L,0.369
2022-09-22,PIT,Home,CHC,L,0.367
2022-09-23,PIT,Home,CHC,L,0.364
2022-09-24,PIT,Home,CHC,W,0.368
2022-09-25,PIT,Home,CHC,L,0.366
2022-09-26,PIT,Home,CIN,W,0.37
2022-09-27,PIT,Home,CIN,W,0.374
2022-09-28,PIT,Home,CIN,W-wo,0.378
2022-09-30,PIT,@,STL,L,0.376
2022-10-01,PIT,@,STL,L,0.373
2022-10-02,PIT,@,STL,W,0.377
2022-10-03,PIT,Home,STL,W-wo,0.381
2022-10-04,PIT,Home,STL,L,0.379
2022-10-05,PIT,Home,STL,W,0.383
