gameId,startDate,homeTeam,awayTeam,homePitcher,awayPitcher,homeScore,awayScore,betmgm_opening_homeOdds,betmgm_opening_awayOdds,betmgm_current_homeOdds,betmgm_current_awayOdds,fanduel_opening_homeOdds,fanduel_opening_awayOdds,fanduel_current_homeOdds,fanduel_current_awayOdds,caesars_opening_homeOdds,caesars_opening_awayOdds,caesars_current_homeOdds,caesars_current_awayOdds,bet365_opening_homeOdds,bet365_opening_awayOdds,bet365_current_homeOdds,bet365_current_awayOdds,draftkings_opening_homeOdds,draftkings_opening_awayOdds,draftkings_current_homeOdds,draftkings_current_awayOdds
259252,2022-06-07T19:10:00+00:00,Cleveland,Texas,Cal Quantrill,Jon Gray,6,3,-115.0,-105.0,-130.0,110.0,-138.0,118.0,-120.0,102.0,-130.0,110.0,-130.0,110.0,-135.0,115.0,-130.0,110.0,-130.0,110.0,-125.0,105.0
259246,2022-06-07T22:40:00+00:00,Cincinnati,Arizona,Graham Ashcraft,Tyler Gilbert,14,8,-140.0,115.0,-145.0,120.0,-138.0,118.0,-166.0,130.0,-135.0,115.0,-145.0,125.0,-135.0,115.0,-115.0,-105.0,-135.0,115.0,-150.0,120.0
259256,2022-06-07T22:40:00+00:00,Miami,Washington,Edward Cabrera,Joan Adon,12,2,-175.0,145.0,-190.0,155.0,-164.0,138.0,-180.0,152.0,-169.0,150.0,-185.0,165.0,-180.0,160.0,-185.0,165.0,-170.0,150.0,-170.0,150.0
259247,2022-06-07T23:05:00+00:00,Pittsburgh,Detroit,Jose Quintana,Tarik Skubal,3,5,-105.0,-115.0,-130.0,105.0,108.0,-126.0,-142.0,120.0,-105.0,-115.0,105.0,-125.0,-105.0,-115.0,-130.0,110.0,100.0,-120.0,-140.0,120.0
259245,2022-06-07T23:05:00+00:00,Baltimore,Chi. Cubs,Kyle Bradish,Keegan Thompson,9,3,-110.0,-110.0,-105.0,-115.0,-108.0,-108.0,100.0,-118.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0
259251,2022-06-07T23:10:00+00:00,Tampa Bay,St. Louis,Jeffrey Springs,Dakota Hudson,4,2,-155.0,125.0,-155.0,130.0,-148.0,126.0,-146.0,124.0,-145.0,125.0,-161.0,140.0,-145.0,125.0,-150.0,130.0,-140.0,120.0,-150.0,130.0
259254,2022-06-07T23:20:00+00:00,Atlanta,Oakland,Kyle Wright,Cole Irvin,3,2,-225.0,180.0,-250.0,200.0,-255.0,210.0,-270.0,220.0,-213.0,185.0,-250.0,210.0,-220.0,180.0,-250.0,210.0,-225.0,185.0,-275.0,220.0
259257,2022-06-07T23:40:00+00:00,Minnesota,NY Yankees,Cole Sands,Jameson Taillon,4,10,125.0,-150.0,145.0,-175.0,130.0,-154.0,166.0,-215.0,130.0,-149.0,140.0,-161.0,130.0,-150.0,150.0,-170.0,120.0,-140.0,155.0,-195.0
266520,2022-06-07T23:50:00+00:00,Cleveland,Texas,Kirkland McCarty,Taylor Hearn,3,6,,,,,,,,,,,,,,,,,,,,
259258,2022-06-08T00:10:00+00:00,Milwaukee,Philadelphia,Jason Alexander,Ranger Suarez,2,3,-115.0,-105.0,-115.0,-105.0,-108.0,-108.0,-112.0,-112.0,-115.0,-105.0,-115.0,-105.0,-115.0,-105.0,105.0,-125.0,-110.0,-110.0,-125.0,-105.0
259249,2022-06-08T00:10:00+00:00,Houston,Seattle,Justin Verlander,Chris Flexen,4,1,-250.0,200.0,-275.0,220.0,-255.0,210.0,-290.0,235.0,-250.0,210.0,-256.0,215.0,-260.0,215.0,-270.0,220.0,-255.0,205.0,-280.0,225.0
259253,2022-06-08T00:10:00+00:00,Kansas City,Toronto,Brad Keller,Alek Manoah,0,7,180.0,-225.0,185.0,-225.0,158.0,-188.0,198.0,-240.0,175.0,-200.0,205.0,-244.0,180.0,-220.0,185.0,-225.0,160.0,-190.0,190.0,-235.0
259255,2022-06-08T00:10:00+00:00,Chi. White Sox,LA Dodgers,Michael Kopech,Mitch White,4,0,110.0,-135.0,105.0,-125.0,-102.0,-116.0,106.0,-124.0,110.0,-130.0,100.0,-120.0,110.0,-130.0,110.0,-130.0,115.0,-135.0,110.0,-130.0
259244,2022-06-08T01:38:00+00:00,LA Angels,Boston,Jose Suarez,Garrett Whitlock,5,6,110.0,-130.0,120.0,-145.0,108.0,-126.0,120.0,-142.0,110.0,-130.0,110.0,-130.0,110.0,-130.0,115.0,-135.0,105.0,-125.0,115.0,-135.0
259248,2022-06-08T01:40:00+00:00,San Diego,NY Mets,Yu Darvish,Taijuan Walker,7,0,-125.0,105.0,-130.0,110.0,-134.0,114.0,-138.0,118.0,-130.0,110.0,-130.0,110.0,-130.0,110.0,-115.0,-105.0,-130.0,110.0,-135.0,115.0
259250,2022-06-08T01:45:00+00:00,San Francisco,Colorado,Carlos Rodon,German Marquez,3,5,-200.0,165.0,-250.0,190.0,-210.0,176.0,-260.0,215.0,-200.0,175.0,-238.0,200.0,-192.0,167.0,-250.0,210.0,-170.0,150.0,-260.0,210.0
