gameId,startDate,homeTeam,awayTeam,homePitcher,awayPitcher,homeScore,awayScore,betmgm_opening_homeOdds,betmgm_opening_awayOdds,betmgm_current_homeOdds,betmgm_current_awayOdds,fanduel_opening_homeOdds,fanduel_opening_awayOdds,fanduel_current_homeOdds,fanduel_current_awayOdds,caesars_opening_homeOdds,caesars_opening_awayOdds,caesars_current_homeOdds,caesars_current_awayOdds,bet365_opening_homeOdds,bet365_opening_awayOdds,bet365_current_homeOdds,bet365_current_awayOdds,draftkings_opening_homeOdds,draftkings_opening_awayOdds,draftkings_current_homeOdds,draftkings_current_awayOdds
278925,2023-07-16T16:05:00+00:00,Pittsburgh,San Francisco,Osvaldo Bido,Robert Wood,4,8,125,-155,120,-145,126,-148,122,-144,122,-145,122,-145,125,-145,125,-145,155,-180,115,-145
278913,2023-07-16T17:35:00+00:00,Atlanta,Chi. White Sox,Kolby Allard,Dylan Cease,1,8,-175,145,-175,145,-172,144,-174,146,-169,143,-179,150,-165,145,-180,160,-155,135,-170,145
278914,2023-07-16T17:35:00+00:00,Baltimore,Miami,Kyle Bradish,Steven Okert,5,4,-185,150,-175,145,-174,146,-184,154,-179,150,-189,158,-175,155,-175,155,-170,145,-175,150
278926,2023-07-16T17:35:00+00:00,Philadelphia,San Diego,Zack Wheeler,Seth Lugo,7,6,-155,125,-150,125,-148,126,-146,124,-154,130,-154,130,-150,130,-150,130,-140,120,-155,135
278915,2023-07-16T17:37:00+00:00,Toronto,Arizona,Yusei Kikuchi,Tommy Henry,7,5,-165,140,-165,140,-164,138,-166,140,-164,140,-164,140,-160,140,-160,140,-170,145,-165,140
278917,2023-07-16T17:40:00+00:00,Cincinnati,Milwaukee,Ben Lively,Adrian Houser,3,4,-140,115,-140,115,-124,106,-150,118,-135,115,-141,118,-135,115,-140,120,-150,130,-150,120
278918,2023-07-16T18:10:00+00:00,Kansas City,Tampa Bay,Brady Singer,Zach Eflin,8,4,180,-225,180,-225,205,-250,184,-220,175,-208,180,-222,210,-250,180,-220,190,-225,185,-215
278885,2023-07-16T18:15:00+00:00,St. Louis,Washington,Miles Mikolas,Trevor Williams,8,4,-175,145,-190,155,-178,150,-198,166,-179,150,-196,162,-175,155,-200,170,-165,140,-195,160
278920,2023-07-16T18:20:00+00:00,Chi. Cubs,Boston,Justin Steele,Kutter Crawford,5,11,-155,125,-145,120,-158,134,-148,126,-145,122,-154,130,-145,125,-150,130,-120,100,-145,125
278921,2023-07-16T18:35:00+00:00,Texas,Cleveland,Martin Perez,Tanner Bibee,6,5,-135,110,-135,115,-124,106,-136,116,-135,115,-135,115,-135,115,-135,115,-155,135,-140,110
278927,2023-07-16T19:10:00+00:00,Colorado,NY Yankees,Chase Dollander,Gerrit Cole,8,7,180,-225,180,-225,198,-240,194,-240,180,-222,192,-233,175,-210,190,-230,165,-195,185,-230
278923,2023-07-16T20:07:00+00:00,Oakland,Minnesota,JP Sears,Joe Ryan,4,5,170,-210,150,-185,176,-210,154,-184,170,-204,158,-189,170,-200,160,-180,145,-170,155,-180
278924,2023-07-16T20:10:00+00:00,Seattle,Detroit,Bryce Miller,Reese Olson,2,0,-200,165,-175,145,-210,176,-174,146,-189,158,-179,150,-180,160,-175,155,-180,155,-170,145
278916,2023-07-16T21:10:00+00:00,NY Mets,LA Dodgers,Maxwell Scherzer,Bobby Miller,2,1,-135,110,-115,-105,-130,110,-116,-102,-130,110,-115,-105,-125,105,-115,-105,-125,105,-115,-105
278922,2023-07-16T23:10:00+00:00,LA Angels,Houston,Tyler Anderson,Cristian Javier,8,9,120,-145,105,-125,132,-156,106,-124,115,-135,105,-125,115,-135,105,-125,-115,-105,105,-125
