gameId,startDate,homeTeam,awayTeam,homePitcher,awayPitcher,homeScore,awayScore,betmgm_opening_homeOdds,betmgm_opening_awayOdds,betmgm_current_homeOdds,betmgm_current_awayOdds,fanduel_opening_homeOdds,fanduel_opening_awayOdds,fanduel_current_homeOdds,fanduel_current_awayOdds,caesars_opening_homeOdds,caesars_opening_awayOdds,caesars_current_homeOdds,caesars_current_awayOdds,bet365_opening_homeOdds,bet365_opening_awayOdds,bet365_current_homeOdds,bet365_current_awayOdds,draftkings_opening_homeOdds,draftkings_opening_awayOdds,draftkings_current_homeOdds,draftkings_current_awayOdds
278909,2023-07-15T17:05:00+00:00,Philadelphia,San Diego,Ranger Suarez,Blake Snell,6,4,110.0,-135.0,140.0,-165.0,102.0,-120.0,138.0,-164.0,110.0,-130.0,140.0,-164.0,110,-130,140,-160,115,-135,145,-180
278887,2023-07-15T18:10:00+00:00,Kansas City,Tampa Bay,Alec Marsh,Tyler Glasnow,1,6,240.0,-300.0,220.0,-275.0,265.0,-330.0,225.0,-275.0,250.0,-323.0,222.0,-278.0,260,-320,230,-280,240,-285,220,-260
278901,2023-07-15T18:15:00+00:00,St. Louis,Washington,Steven Matz,Jake Irvin,5,7,-200.0,165.0,-190.0,155.0,-196.0,164.0,-196.0,164.0,-189.0,158.0,-189.0,158.0,-192,167,-210,175,-245,205,-190,160
278905,2023-07-15T18:20:00+00:00,Chi. Cubs,Boston,Marcus Stroman,James Paxton,10,4,-125.0,105.0,-105.0,-115.0,-122.0,104.0,-102.0,-116.0,-120.0,100.0,-105.0,-115.0,-120,100,-105,-115,-135,115,100,-120
278906,2023-07-15T19:07:00+00:00,Toronto,Arizona,Chris Bassitt,Zac Gallen,5,2,-160.0,135.0,-120.0,100.0,-154.0,130.0,-120.0,102.0,-154.0,130.0,-120.0,100.0,-150,130,-120,100,-120,100,-115,-115
278908,2023-07-15T20:05:00+00:00,Texas,Cleveland,Andrew Heaney,Gavin Williams,2,0,-160.0,135.0,-165.0,140.0,-164.0,138.0,-168.0,142.0,-161.0,135.0,-175.0,148.0,-160,140,-160,140,-180,155,-165,135
278907,2023-07-15T23:05:00+00:00,Baltimore,Miami,Kyle Gibson,Braxton Garrett,6,5,-120.0,100.0,-120.0,100.0,-120.0,102.0,-120.0,102.0,-120.0,100.0,-120.0,100.0,-120,100,-120,100,-115,-105,-120,100
278911,2023-07-15T23:05:00+00:00,Philadelphia,San Diego,Taijuan Walker,Ryan Weathers,9,4,-145.0,120.0,-115.0,-105.0,-148.0,126.0,-122.0,104.0,-154.0,130.0,-120.0,100.0,-150,130,-120,100,-135,115,-125,-105
278910,2023-07-15T23:05:00+00:00,Pittsburgh,San Francisco,Johan Oviedo,Alex Cobb,1,3,135.0,-160.0,135.0,-160.0,124.0,-146.0,134.0,-158.0,130.0,-154.0,135.0,-161.0,130,-150,140,-160,140,-165,135,-155
278897,2023-07-15T23:07:00+00:00,Oakland,Minnesota,Austin Pruitt,Pablo Lopez,7,10,190.0,-250.0,190.0,-250.0,188.0,-225.0,205.0,-250.0,180.0,-222.0,192.0,-233.0,180,-220,190,-230,145,-170,195,-240
278900,2023-07-15T23:10:00+00:00,Cincinnati,Milwaukee,Andrew Abbott,Freddy Peralta,0,3,-120.0,100.0,-125.0,105.0,-112.0,-104.0,-120.0,102.0,-120.0,100.0,-130.0,110.0,-120,100,-125,105,-125,105,-120,100
278899,2023-07-15T23:10:00+00:00,Kansas City,Tampa Bay,Cole Ragans,Shawn Armstrong,2,4,,,,,,,,,,,,,190,-230,165,-185,165,-195,175,-205
278919,2023-07-15T23:15:00+00:00,St. Louis,Washington,Jack Flaherty,Josiah Gray,9,6,-190.0,155.0,-175.0,145.0,-196.0,164.0,-182.0,144.0,-189.0,158.0,-179.0,150.0,-185,165,-175,155,-215,185,-185,150
278902,2023-07-15T23:15:00+00:00,Atlanta,Chi. White Sox,Spencer Strider,Michael Lynn,5,6,-300.0,240.0,-350.0,260.0,-350.0,280.0,-350.0,250.0,-303.0,240.0,-333.0,260.0,-300,240,-320,260,-285,240,-360,280
278898,2023-07-15T23:15:00+00:00,NY Mets,LA Dodgers,Kodai Senga,Tony Gonsolin,1,5,100.0,-120.0,-120.0,100.0,-108.0,-108.0,-118.0,100.0,-105.0,-115.0,-120.0,100.0,100,-120,-125,105,100,-120,-120,100
278912,2023-07-16T00:10:00+00:00,Colorado,NY Yankees,Connor Seabold,Clarke Schmidt,3,6,140.0,-165.0,140.0,-165.0,132.0,-156.0,136.0,-162.0,135.0,-161.0,143.0,-169.0,135,-155,145,-165,120,-140,140,-165
278903,2023-07-16T01:07:00+00:00,LA Angels,Houston,Reid Detmers,Framber Valdez,13,12,110.0,-135.0,125.0,-150.0,118.0,-138.0,130.0,-154.0,110.0,-130.0,130.0,-154.0,110,-130,130,-150,110,-130,130,-160
278904,2023-07-16T01:40:00+00:00,Seattle,Detroit,George Kirby,Michael Lorenzen,0,6,-210.0,170.0,-200.0,165.0,-225.0,188.0,-220.0,168.0,-222.0,180.0,-208.0,175.0,-220,180,-210,175,-195,165,-220,180
