Team,Batting Average,Date,Team Abbreviation
Texas,0.272443,2023-06-02,TEX
Tampa Bay,0.267246,2023-06-02,TBR
Toronto,0.266332,2023-06-02,TOR
Boston,0.2642,2023-06-02,BOS
Washington,0.263954,2023-06-02,WSN
Arizona,0.261634,2023-06-02,ARI
Colorado,0.260714,2023-06-02,COL
LA Angels,0.258228,2023-06-02,LAA
Miami,0.256771,2023-06-02,MIA
Cincinnati,0.25622,2023-06-02,CIN
Atlanta,0.255937,2023-06-02,ATL
Chi Cubs,0.253747,2023-06-02,CHC
Philadelphia,0.253018,2023-06-02,PHI
St. Louis,0.25295,2023-06-02,STL
Baltimore,0.251985,2023-06-02,BAL
SF Giants,0.248824,2023-06-02,SFG
Pittsburgh,0.245335,2023-06-02,PIT
NY Mets,0.244161,2023-06-02,NYM
Houston,0.244111,2023-06-02,HOU
Chi Sox,0.24178,2023-06-02,CHW
LA Dodgers,0.241775,2023-06-02,LAD
NY Yankees,0.239481,2023-06-02,NYY
Minnesota,0.234076,2023-06-02,MIN
Cleveland,0.232869,2023-06-02,CLE
Kansas City,0.232323,2023-06-02,KCR
Detroit,0.230392,2023-06-02,DET
Milwaukee,0.22967,2023-06-02,MIL
Seattle,0.228267,2023-06-02,SEA
San Diego,0.221675,2023-06-02,SDP
Sacramento,0.218685,2023-06-02,OAK
