Team,Batting Average,Date,Team Abbreviation
Texas,0.274597,2023-07-28,TEX
Atlanta,0.266042,2023-07-28,ATL
Boston,0.265866,2023-07-28,BOS
Miami,0.263353,2023-07-28,MIA
Toronto,0.262133,2023-07-28,TOR
Washington,0.260647,2023-07-28,WSN
Arizona,0.258433,2023-07-28,ARI
St. Louis,0.257504,2023-07-28,STL
LA Angels,0.257273,2023-07-28,LAA
Philadelphia,0.255628,2023-07-28,PHI
Tampa Bay,0.255125,2023-07-28,TBR
Chi Cubs,0.254105,2023-07-28,CHC
Cleveland,0.253896,2023-07-28,CLE
Colorado,0.252897,2023-07-28,COL
Cincinnati,0.252065,2023-07-28,CIN
Baltimore,0.25,2023-07-28,BAL
Houston,0.247706,2023-07-28,HOU
LA Dodgers,0.247459,2023-07-28,LAD
SF Giants,0.24121,2023-07-28,SFG
Chi Sox,0.238282,2023-07-28,CHW
NY Mets,0.237006,2023-07-28,NYM
Minnesota,0.236955,2023-07-28,MIN
Pittsburgh,0.235608,2023-07-28,PIT
San Diego,0.234984,2023-07-28,SDP
Kansas City,0.232833,2023-07-28,KCR
Milwaukee,0.232338,2023-07-28,MIL
Seattle,0.232143,2023-07-28,SEA
Detroit,0.230615,2023-07-28,DET
NY Yankees,0.23024,2023-07-28,NYY
Sacramento,0.22092,2023-07-28,OAK
