Team,Batting Average,Date,Team Abbreviation
Texas,0.277125,2023-06-08,TEX
Tampa Bay,0.264474,2023-06-08,TBR
Toronto,0.264315,2023-06-08,TOR
Washington,0.263208,2023-06-08,WSN
Arizona,0.263083,2023-06-08,ARI
Atlanta,0.261353,2023-06-08,ATL
Miami,0.261198,2023-06-08,MIA
Boston,0.260151,2023-06-08,BOS
Colorado,0.259121,2023-06-08,COL
LA Angels,0.25737,2023-06-08,LAA
Cincinnati,0.256447,2023-06-08,CIN
Philadelphia,0.256262,2023-06-08,PHI
SF Giants,0.24928,2023-06-08,SFG
St. Louis,0.249067,2023-06-08,STL
Baltimore,0.247082,2023-06-08,BAL
Pittsburgh,0.247018,2023-06-08,PIT
Houston,0.246985,2023-06-08,HOU
Chi Cubs,0.246349,2023-06-08,CHC
LA Dodgers,0.241711,2023-06-08,LAD
Chi Sox,0.23943,2023-06-08,CHW
NY Mets,0.238492,2023-06-08,NYM
Cleveland,0.234544,2023-06-08,CLE
NY Yankees,0.233918,2023-06-08,NYY
Milwaukee,0.230958,2023-06-08,MIL
Kansas City,0.230024,2023-06-08,KCR
Minnesota,0.229367,2023-06-08,MIN
Seattle,0.226804,2023-06-08,SEA
Sacramento,0.224624,2023-06-08,OAK
San Diego,0.22453,2023-06-08,SDP
Detroit,0.221999,2023-06-08,DET
