Team,Batting Average,Date,Team Abbreviation
Texas,0.279314,2023-06-07,TEX
Tampa Bay,0.265258,2023-06-07,TBR
Toronto,0.265183,2023-06-07,TOR
Washington,0.26416,2023-06-07,WSN
Boston,0.261871,2023-06-07,BOS
Miami,0.261244,2023-06-07,MIA
Arizona,0.260912,2023-06-07,ARI
Atlanta,0.25935,2023-06-07,ATL
Colorado,0.259154,2023-06-07,COL
LA Angels,0.25736,2023-06-07,LAA
Philadelphia,0.256262,2023-06-07,PHI
Cincinnati,0.254492,2023-06-07,CIN
St. Louis,0.250473,2023-06-07,STL
SF Giants,0.249512,2023-06-07,SFG
Chi Cubs,0.248395,2023-06-07,CHC
Baltimore,0.248395,2023-06-07,BAL
Houston,0.248286,2023-06-07,HOU
Pittsburgh,0.246589,2023-06-07,PIT
LA Dodgers,0.241935,2023-06-07,LAD
Chi Sox,0.23943,2023-06-07,CHW
NY Mets,0.239066,2023-06-07,NYM
NY Yankees,0.233918,2023-06-07,NYY
Cleveland,0.233416,2023-06-07,CLE
Kansas City,0.2316,2023-06-07,KCR
Minnesota,0.231144,2023-06-07,MIN
Seattle,0.228201,2023-06-07,SEA
Milwaukee,0.227569,2023-06-07,MIL
Detroit,0.221999,2023-06-07,DET
Sacramento,0.220891,2023-06-07,OAK
San Diego,0.220373,2023-06-07,SDP
