Team,Batting Average,Date,Team Abbreviation
Texas,0.277125,2023-06-09,TEX
Atlanta,0.26465,2023-06-09,ATL
Washington,0.263208,2023-06-09,WSN
Toronto,0.26311,2023-06-09,TOR
Arizona,0.263083,2023-06-09,ARI
Tampa Bay,0.263038,2023-06-09,TBR
Miami,0.261198,2023-06-09,MIA
Boston,0.259758,2023-06-09,BOS
Colorado,0.25897,2023-06-09,COL
LA Angels,0.257261,2023-06-09,LAA
Philadelphia,0.255461,2023-06-09,PHI
Cincinnati,0.255409,2023-06-09,CIN
SF Giants,0.249527,2023-06-09,SFG
St. Louis,0.249067,2023-06-09,STL
Baltimore,0.24761,2023-06-09,BAL
Pittsburgh,0.247018,2023-06-09,PIT
Houston,0.246198,2023-06-09,HOU
Chi Cubs,0.245084,2023-06-09,CHC
LA Dodgers,0.243154,2023-06-09,LAD
NY Mets,0.240288,2023-06-09,NYM
Cleveland,0.237705,2023-06-09,CLE
Chi Sox,0.236866,2023-06-09,CHW
NY Yankees,0.233821,2023-06-09,NYY
Milwaukee,0.230918,2023-06-09,MIL
Kansas City,0.230024,2023-06-09,KCR
Minnesota,0.228625,2023-06-09,MIN
Seattle,0.226804,2023-06-09,SEA
Sacramento,0.224624,2023-06-09,OAK
San Diego,0.22453,2023-06-09,SDP
Detroit,0.220574,2023-06-09,DET
