Team,Batting Average,Date,Team Abbreviation
Texas,0.271267,2023-06-27,TEX
Atlanta,0.270553,2023-06-27,ATL
Tampa Bay,0.265516,2023-06-27,TBR
Arizona,0.264487,2023-06-27,ARI
Toronto,0.26366,2023-06-27,TOR
Washington,0.261798,2023-06-27,WSN
Miami,0.260511,2023-06-27,MIA
Boston,0.259793,2023-06-27,BOS
LA Angels,0.258538,2023-06-27,LAA
Philadelphia,0.256916,2023-06-27,PHI
Cincinnati,0.256266,2023-06-27,CIN
Colorado,0.255249,2023-06-27,COL
Baltimore,0.254713,2023-06-27,BAL
SF Giants,0.253463,2023-06-27,SFG
St. Louis,0.25019,2023-06-27,STL
Chi Cubs,0.248144,2023-06-27,CHC
Cleveland,0.246738,2023-06-27,CLE
Houston,0.245814,2023-06-27,HOU
NY Mets,0.239181,2023-06-27,NYM
LA Dodgers,0.238334,2023-06-27,LAD
Pittsburgh,0.236572,2023-06-27,PIT
Kansas City,0.2341,2023-06-27,KCR
Chi Sox,0.233776,2023-06-27,CHW
San Diego,0.232122,2023-06-27,SDP
Minnesota,0.231712,2023-06-27,MIN
Seattle,0.230233,2023-06-27,SEA
Detroit,0.229439,2023-06-27,DET
NY Yankees,0.228337,2023-06-27,NYY
Milwaukee,0.225529,2023-06-27,MIL
Sacramento,0.219743,2023-06-27,OAK
