Team,Batting Average,Date,Team Abbreviation
Texas,0.274503,2023-07-02,TEX
Atlanta,0.27208,2023-07-02,ATL
Tampa Bay,0.264157,2023-07-02,TBR
Arizona,0.262587,2023-07-02,ARI
Toronto,0.261608,2023-07-02,TOR
Washington,0.261024,2023-07-02,WSN
Miami,0.260472,2023-07-02,MIA
Boston,0.259208,2023-07-02,BOS
Philadelphia,0.259128,2023-07-02,PHI
LA Angels,0.25641,2023-07-02,LAA
Cincinnati,0.256374,2023-07-02,CIN
Colorado,0.255127,2023-07-02,COL
St. Louis,0.250627,2023-07-02,STL
Baltimore,0.250092,2023-07-02,BAL
SF Giants,0.249294,2023-07-02,SFG
Cleveland,0.248026,2023-07-02,CLE
Chi Cubs,0.247801,2023-07-02,CHC
Houston,0.247769,2023-07-02,HOU
LA Dodgers,0.242435,2023-07-02,LAD
Pittsburgh,0.241124,2023-07-02,PIT
NY Mets,0.238909,2023-07-02,NYM
Chi Sox,0.237931,2023-07-02,CHW
San Diego,0.233102,2023-07-02,SDP
NY Yankees,0.232286,2023-07-02,NYY
Minnesota,0.231776,2023-07-02,MIN
Kansas City,0.230936,2023-07-02,KCR
Seattle,0.230486,2023-07-02,SEA
Detroit,0.229272,2023-07-02,DET
Milwaukee,0.227639,2023-07-02,MIL
Sacramento,0.219921,2023-07-02,OAK
