Team,Batting Average,Date,Team Abbreviation
Texas,0.270936,2023-05-23,TEX
Tampa Bay,0.270595,2023-05-23,TBR
Arizona,0.265892,2023-05-23,ARI
Boston,0.265815,2023-05-23,BOS
Washington,0.263454,2023-05-23,WSN
Chi Cubs,0.262295,2023-05-23,CHC
St. Louis,0.260484,2023-05-23,STL
LA Angels,0.260192,2023-05-23,LAA
Philadelphia,0.258406,2023-05-23,PHI
Toronto,0.258238,2023-05-23,TOR
Atlanta,0.25768,2023-05-23,ATL
Colorado,0.256949,2023-05-23,COL
Baltimore,0.253149,2023-05-23,BAL
Miami,0.250311,2023-05-23,MIA
Houston,0.247776,2023-05-23,HOU
Pittsburgh,0.244688,2023-05-23,PIT
Cincinnati,0.24373,2023-05-23,CIN
NY Mets,0.243549,2023-05-23,NYM
Chi Sox,0.240863,2023-05-23,CHW
SF Giants,0.238759,2023-05-23,SFG
Milwaukee,0.237848,2023-05-23,MIL
NY Yankees,0.236499,2023-05-23,NYY
LA Dodgers,0.234069,2023-05-23,LAD
Minnesota,0.230105,2023-05-23,MIN
Seattle,0.229259,2023-05-23,SEA
Detroit,0.228367,2023-05-23,DET
Kansas City,0.226577,2023-05-23,KCR
Cleveland,0.226367,2023-05-23,CLE
Sacramento,0.225198,2023-05-23,OAK
San Diego,0.221349,2023-05-23,SDP
