Team,Batting Average,Date,Team Abbreviation
Texas,0.273047,2023-06-13,TEX
Arizona,0.264758,2023-06-13,ARI
Toronto,0.263476,2023-06-13,TOR
Atlanta,0.262783,2023-06-13,ATL
Tampa Bay,0.262726,2023-06-13,TBR
Washington,0.262025,2023-06-13,WSN
Boston,0.258741,2023-06-13,BOS
Philadelphia,0.257346,2023-06-13,PHI
Miami,0.256991,2023-06-13,MIA
Colorado,0.256499,2023-06-13,COL
LA Angels,0.256377,2023-06-13,LAA
Cincinnati,0.255958,2023-06-13,CIN
Baltimore,0.251369,2023-06-13,BAL
St. Louis,0.250548,2023-06-13,STL
SF Giants,0.250111,2023-06-13,SFG
Pittsburgh,0.24858,2023-06-13,PIT
Houston,0.245843,2023-06-13,HOU
Chi Cubs,0.242563,2023-06-13,CHC
LA Dodgers,0.241441,2023-06-13,LAD
Cleveland,0.241206,2023-06-13,CLE
NY Mets,0.239598,2023-06-13,NYM
Chi Sox,0.236668,2023-06-13,CHW
NY Yankees,0.231812,2023-06-13,NYY
Minnesota,0.230458,2023-06-13,MIN
Seattle,0.230451,2023-06-13,SEA
Kansas City,0.229791,2023-06-13,KCR
Milwaukee,0.229387,2023-06-13,MIL
San Diego,0.2277,2023-06-13,SDP
Detroit,0.22545,2023-06-13,DET
Sacramento,0.223456,2023-06-13,OAK
