Team,Batting Average,Date,Team Abbreviation
Texas,0.270645,2023-05-24,TEX
Tampa Bay,0.269344,2023-05-24,TBR
Arizona,0.266148,2023-05-24,ARI
Toronto,0.266124,2023-05-24,TOR
Washington,0.263319,2023-05-24,WSN
Boston,0.26256,2023-05-24,BOS
St. Louis,0.262153,2023-05-24,STL
Chi Cubs,0.261728,2023-05-24,CHC
LA Angels,0.260435,2023-05-24,LAA
Philadelphia,0.257021,2023-05-24,PHI
Colorado,0.256364,2023-05-24,COL
Atlanta,0.255685,2023-05-24,ATL
Baltimore,0.251847,2023-05-24,BAL
Miami,0.251366,2023-05-24,MIA
Houston,0.246106,2023-05-24,HOU
Cincinnati,0.244025,2023-05-24,CIN
Pittsburgh,0.243841,2023-05-24,PIT
NY Mets,0.242293,2023-05-24,NYM
Chi Sox,0.240469,2023-05-24,CHW
SF Giants,0.23948,2023-05-24,SFG
Milwaukee,0.238579,2023-05-24,MIL
NY Yankees,0.237864,2023-05-24,NYY
LA Dodgers,0.234272,2023-05-24,LAD
Minnesota,0.22928,2023-05-24,MIN
Detroit,0.228517,2023-05-24,DET
Kansas City,0.228417,2023-05-24,KCR
Seattle,0.228234,2023-05-24,SEA
Cleveland,0.226213,2023-05-24,CLE
Sacramento,0.224148,2023-05-24,OAK
San Diego,0.224072,2023-05-24,SDP
