Team,Batting Average,Date,Team Abbreviation
Atlanta,0.273789,2023-08-17,ATL
Texas,0.271344,2023-08-17,TEX
Miami,0.261509,2023-08-17,MIA
Boston,0.26071,2023-08-17,BOS
Toronto,0.259135,2023-08-17,TOR
Washington,0.259008,2023-08-17,WSN
St. Louis,0.258929,2023-08-17,STL
Tampa Bay,0.256466,2023-08-17,TBR
Philadelphia,0.255427,2023-08-17,PHI
Arizona,0.25459,2023-08-17,ARI
Chi Cubs,0.254362,2023-08-17,CHC
LA Dodgers,0.252603,2023-08-17,LAD
Houston,0.251507,2023-08-17,HOU
Cincinnati,0.250846,2023-08-17,CIN
Baltimore,0.250735,2023-08-17,BAL
LA Angels,0.250605,2023-08-17,LAA
Cleveland,0.250425,2023-08-17,CLE
Colorado,0.248778,2023-08-17,COL
Kansas City,0.243968,2023-08-17,KCR
San Diego,0.240874,2023-08-17,SDP
Minnesota,0.238512,2023-08-17,MIN
SF Giants,0.238201,2023-08-17,SFG
Seattle,0.237506,2023-08-17,SEA
Chi Sox,0.237448,2023-08-17,CHW
NY Mets,0.236519,2023-08-17,NYM
Detroit,0.235236,2023-08-17,DET
Pittsburgh,0.234824,2023-08-17,PIT
Milwaukee,0.232558,2023-08-17,MIL
NY Yankees,0.230789,2023-08-17,NYY
Sacramento,0.223396,2023-08-17,OAK
