Team,Batting Average,Date,Team Abbreviation
Texas,0.272456,2023-06-15,TEX
Toronto,0.265357,2023-06-15,TOR
Atlanta,0.263907,2023-06-15,ATL
Arizona,0.263546,2023-06-15,ARI
Tampa Bay,0.263114,2023-06-15,TBR
Washington,0.260116,2023-06-15,WSN
Philadelphia,0.259355,2023-06-15,PHI
Boston,0.259228,2023-06-15,BOS
Colorado,0.256939,2023-06-15,COL
Miami,0.255503,2023-06-15,MIA
LA Angels,0.255462,2023-06-15,LAA
Cincinnati,0.254186,2023-06-15,CIN
SF Giants,0.253431,2023-06-15,SFG
Baltimore,0.25331,2023-06-15,BAL
St. Louis,0.249682,2023-06-15,STL
Pittsburgh,0.249427,2023-06-15,PIT
Chi Cubs,0.246678,2023-06-15,CHC
Houston,0.246288,2023-06-15,HOU
LA Dodgers,0.241138,2023-06-15,LAD
Cleveland,0.241119,2023-06-15,CLE
NY Mets,0.239487,2023-06-15,NYM
Chi Sox,0.236325,2023-06-15,CHW
Kansas City,0.232527,2023-06-15,KCR
NY Yankees,0.231947,2023-06-15,NYY
Minnesota,0.231643,2023-06-15,MIN
Milwaukee,0.229362,2023-06-15,MIL
Seattle,0.229223,2023-06-15,SEA
San Diego,0.228806,2023-06-15,SDP
Detroit,0.227374,2023-06-15,DET
Sacramento,0.223377,2023-06-15,OAK
