Team,Batting Average,Date,Team Abbreviation
Texas,0.269888,2023-05-26,TEX
Tampa Bay,0.269209,2023-05-26,TBR
Toronto,0.265101,2023-05-26,TOR
Washington,0.264982,2023-05-26,WSN
Arizona,0.264206,2023-05-26,ARI
Boston,0.26217,2023-05-26,BOS
St. Louis,0.260724,2023-05-26,STL
LA Angels,0.259965,2023-05-26,LAA
Chi Cubs,0.259941,2023-05-26,CHC
Philadelphia,0.258762,2023-05-26,PHI
Colorado,0.256709,2023-05-26,COL
Atlanta,0.256213,2023-05-26,ATL
Miami,0.255814,2023-05-26,MIA
Baltimore,0.252215,2023-05-26,BAL
Cincinnati,0.248197,2023-05-26,CIN
Pittsburgh,0.243812,2023-05-26,PIT
NY Mets,0.243787,2023-05-26,NYM
Houston,0.243739,2023-05-26,HOU
SF Giants,0.241583,2023-05-26,SFG
Chi Sox,0.236961,2023-05-26,CHW
LA Dodgers,0.236225,2023-05-26,LAD
Milwaukee,0.235618,2023-05-26,MIL
NY Yankees,0.23464,2023-05-26,NYY
Detroit,0.231239,2023-05-26,DET
Seattle,0.229341,2023-05-26,SEA
Minnesota,0.22908,2023-05-26,MIN
Kansas City,0.229008,2023-05-26,KCR
Cleveland,0.224629,2023-05-26,CLE
San Diego,0.223587,2023-05-26,SDP
Sacramento,0.22235,2023-05-26,OAK
