Team,Batting Average,Date,Team Abbreviation
Tampa Bay,0.273165,2023-05-29,TBR
Texas,0.27036,2023-05-29,TEX
Washington,0.265858,2023-05-29,WSN
Toronto,0.264161,2023-05-29,TOR
Boston,0.262141,2023-05-29,BOS
Colorado,0.261657,2023-05-29,COL
Arizona,0.260677,2023-05-29,ARI
Atlanta,0.260145,2023-05-29,ATL
Miami,0.258188,2023-05-29,MIA
LA Angels,0.258047,2023-05-29,LAA
Cincinnati,0.257015,2023-05-29,CIN
St. Louis,0.256871,2023-05-29,STL
Philadelphia,0.256623,2023-05-29,PHI
Chi Cubs,0.256597,2023-05-29,CHC
Baltimore,0.25084,2023-05-29,BAL
NY Mets,0.247085,2023-05-29,NYM
Houston,0.246269,2023-05-29,HOU
SF Giants,0.244321,2023-05-29,SFG
Pittsburgh,0.242882,2023-05-29,PIT
LA Dodgers,0.238699,2023-05-29,LAD
Chi Sox,0.2384,2023-05-29,CHW
NY Yankees,0.236334,2023-05-29,NYY
Milwaukee,0.232195,2023-05-29,MIL
Minnesota,0.230381,2023-05-29,MIN
Kansas City,0.230089,2023-05-29,KCR
Seattle,0.229989,2023-05-29,SEA
Detroit,0.229706,2023-05-29,DET
Cleveland,0.226426,2023-05-29,CLE
San Diego,0.220742,2023-05-29,SDP
Sacramento,0.220339,2023-05-29,OAK
