Team,Batting Average,Date,Team Abbreviation
Texas,0.272511,2023-06-20,TEX
Atlanta,0.269246,2023-06-20,ATL
Arizona,0.263923,2023-06-20,ARI
Boston,0.263116,2023-06-20,BOS
Tampa Bay,0.262907,2023-06-20,TBR
Toronto,0.262417,2023-06-20,TOR
Washington,0.26164,2023-06-20,WSN
Miami,0.260252,2023-06-20,MIA
Philadelphia,0.257973,2023-06-20,PHI
LA Angels,0.256257,2023-06-20,LAA
Colorado,0.255586,2023-06-20,COL
Baltimore,0.255505,2023-06-20,BAL
SF Giants,0.254032,2023-06-20,SFG
Cincinnati,0.253949,2023-06-20,CIN
St. Louis,0.248395,2023-06-20,STL
Chi Cubs,0.246903,2023-06-20,CHC
Cleveland,0.245008,2023-06-20,CLE
Houston,0.244517,2023-06-20,HOU
Pittsburgh,0.243683,2023-06-20,PIT
NY Mets,0.241754,2023-06-20,NYM
LA Dodgers,0.240954,2023-06-20,LAD
Chi Sox,0.234945,2023-06-20,CHW
Kansas City,0.232626,2023-06-20,KCR
NY Yankees,0.230285,2023-06-20,NYY
Detroit,0.229842,2023-06-20,DET
Minnesota,0.229669,2023-06-20,MIN
San Diego,0.228875,2023-06-20,SDP
Seattle,0.228632,2023-06-20,SEA
Milwaukee,0.226848,2023-06-20,MIL
Sacramento,0.222358,2023-06-20,OAK
