Team,Batting Average,Date,Team Abbreviation
Texas,0.271091,2023-06-25,TEX
Atlanta,0.270985,2023-06-25,ATL
Tampa Bay,0.265874,2023-06-25,TBR
Arizona,0.264108,2023-06-25,ARI
Toronto,0.262806,2023-06-25,TOR
Washington,0.261171,2023-06-25,WSN
Boston,0.261032,2023-06-25,BOS
Miami,0.260258,2023-06-25,MIA
LA Angels,0.259482,2023-06-25,LAA
Philadelphia,0.257285,2023-06-25,PHI
Cincinnati,0.256243,2023-06-25,CIN
Colorado,0.255857,2023-06-25,COL
SF Giants,0.254359,2023-06-25,SFG
Baltimore,0.253349,2023-06-25,BAL
St. Louis,0.248844,2023-06-25,STL
Chi Cubs,0.248219,2023-06-25,CHC
Cleveland,0.246591,2023-06-25,CLE
Houston,0.24575,2023-06-25,HOU
NY Mets,0.239984,2023-06-25,NYM
LA Dodgers,0.239437,2023-06-25,LAD
Pittsburgh,0.2376,2023-06-25,PIT
Kansas City,0.235271,2023-06-25,KCR
Chi Sox,0.235117,2023-06-25,CHW
San Diego,0.232079,2023-06-25,SDP
Minnesota,0.231209,2023-06-25,MIN
Seattle,0.230036,2023-06-25,SEA
Detroit,0.229463,2023-06-25,DET
NY Yankees,0.227793,2023-06-25,NYY
Milwaukee,0.225755,2023-06-25,MIL
Sacramento,0.221033,2023-06-25,OAK
