Team,Batting Average,Date,Team Abbreviation
Texas,0.270799,2023-05-30,TEX
Tampa Bay,0.269799,2023-05-30,TBR
Washington,0.264499,2023-05-30,WSN
Toronto,0.264161,2023-05-30,TOR
Colorado,0.263299,2023-05-30,COL
Boston,0.262141,2023-05-30,BOS
Arizona,0.261983,2023-05-30,ARI
Atlanta,0.258734,2023-05-30,ATL
Miami,0.258188,2023-05-30,MIA
LA Angels,0.257495,2023-05-30,LAA
Cincinnati,0.257015,2023-05-30,CIN
Philadelphia,0.256623,2023-05-30,PHI
Chi Cubs,0.254566,2023-05-30,CHC
St. Louis,0.254034,2023-05-30,STL
Baltimore,0.249175,2023-05-30,BAL
SF Giants,0.248377,2023-05-30,SFG
NY Mets,0.247085,2023-05-30,NYM
Houston,0.245357,2023-05-30,HOU
Pittsburgh,0.243305,2023-05-30,PIT
NY Yankees,0.240561,2023-05-30,NYY
Chi Sox,0.238345,2023-05-30,CHW
LA Dodgers,0.238199,2023-05-30,LAD
Kansas City,0.233514,2023-05-30,KCR
Minnesota,0.232622,2023-05-30,MIN
Milwaukee,0.232195,2023-05-30,MIL
Seattle,0.229662,2023-05-30,SEA
Detroit,0.228636,2023-05-30,DET
Cleveland,0.227039,2023-05-30,CLE
Sacramento,0.221087,2023-05-30,OAK
San Diego,0.220742,2023-05-30,SDP
