Team,Batting Average,Date,Team Abbreviation
San Diego,0.260048,2024-06-02,SDP
Houston,0.259021,2024-06-02,HOU
Milwaukee,0.258016,2024-06-02,MIL
Philadelphia,0.257,2024-06-02,PHI
LA Dodgers,0.25636,2024-06-02,LAD
NY Yankees,0.255872,2024-06-02,NYY
Kansas City,0.251867,2024-06-02,KCR
Atlanta,0.250394,2024-06-02,ATL
Colorado,0.247824,2024-06-02,COL
SF Giants,0.245711,2024-06-02,SFG
Baltimore,0.245431,2024-06-02,BAL
Boston,0.243284,2024-06-02,BOS
Arizona,0.242718,2024-06-02,ARI
Texas,0.242148,2024-06-02,TEX
LA Angels,0.240102,2024-06-02,LAA
Cleveland,0.238814,2024-06-02,CLE
NY Mets,0.236382,2024-06-02,NYM
Miami,0.2363,2024-06-02,MIA
Detroit,0.233879,2024-06-02,DET
St. Louis,0.233405,2024-06-02,STL
Toronto,0.232855,2024-06-02,TOR
Tampa Bay,0.232215,2024-06-02,TBR
Minnesota,0.231049,2024-06-02,MIN
Washington,0.230032,2024-06-02,WSN
Pittsburgh,0.228052,2024-06-02,PIT
Chi Cubs,0.227459,2024-06-02,CHC
Sacramento,0.224926,2024-06-02,OAK
Seattle,0.222678,2024-06-02,SEA
Cincinnati,0.218065,2024-06-02,CIN
Chi Sox,0.214583,2024-06-02,CHW
