gameId,startDate,homeTeam,awayTeam,homePitcher,awayPitcher,homeScore,awayScore,betmgm_opening_homeOdds,betmgm_opening_awayOdds,betmgm_current_homeOdds,betmgm_current_awayOdds,fanduel_opening_homeOdds,fanduel_opening_awayOdds,fanduel_current_homeOdds,fanduel_current_awayOdds,caesars_opening_homeOdds,caesars_opening_awayOdds,caesars_current_homeOdds,caesars_current_awayOdds,bet365_opening_homeOdds,bet365_opening_awayOdds,bet365_current_homeOdds,bet365_current_awayOdds,draftkings_opening_homeOdds,draftkings_opening_awayOdds,draftkings_current_homeOdds,draftkings_current_awayOdds
278508,2023-06-12T22:40:00+00:00,Detroit,Atlanta,Mason Englert,Charlie Morton,6,5,180,-225,220,-275,180,-215,220,-270,192,-233,215,-270,185,-225,220,-270,190,-225,210,-250
278510,2023-06-12T23:10:00+00:00,Boston,Colorado,James Paxton,Connor Seabold,3,4,-250,200,-225,180,-270,220,-235,194,-270,215,-238,196,-260,215,-240,200,-275,230,-215,185
278509,2023-06-12T23:45:00+00:00,St. Louis,San Francisco,Matthew Liberatore,Logan Webb,3,4,100,-120,105,-125,100,-118,104,-122,100,-120,110,-130,100,-120,105,-125,100,-120,110,-130
278514,2023-06-13T00:05:00+00:00,Texas,LA Angels,Dane Dunning,Tyler Anderson,6,9,-125,105,-160,135,-168,142,-154,130,-154,130,-154,130,-150,130,-155,135,-105,-115,-150,130
278515,2023-06-13T00:10:00+00:00,Kansas City,Cincinnati,Donald Greinke,Luke Weaver,4,5,-120,100,-110,-110,-108,-108,-112,-104,-115,-105,-115,-105,-110,-110,-110,-110,-110,-110,120,-150
278511,2023-06-13T01:40:00+00:00,Oakland,Tampa Bay,James Kaprielian,Zach Eflin,4,3,200,-250,195,-250,220,-270,220,-270,215,-270,215,-270,220,-270,220,-270,200,-240,220,-260
278513,2023-06-13T01:40:00+00:00,Seattle,Miami,Bryce Miller,Jesus Luzardo,8,1,-140,115,-110,-110,-138,118,-120,102,-135,115,-115,-105,-135,115,-105,-115,-130,110,-115,-105
278512,2023-06-13T01:40:00+00:00,Arizona,Philadelphia,Tommy Henry,Matt Strahm,9,8,-125,105,-105,-115,-108,-108,-118,-106,-110,-110,-105,-115,-110,-110,100,-120,-125,105,100,-120
