gameId,startDate,homeTeam,awayTeam,homePitcher,awayPitcher,homeScore,awayScore,betmgm_opening_homeOdds,betmgm_opening_awayOdds,betmgm_current_homeOdds,betmgm_current_awayOdds,fanduel_opening_homeOdds,fanduel_opening_awayOdds,fanduel_current_homeOdds,fanduel_current_awayOdds,caesars_opening_homeOdds,caesars_opening_awayOdds,caesars_current_homeOdds,caesars_current_awayOdds,bet365_opening_homeOdds,bet365_opening_awayOdds,bet365_current_homeOdds,bet365_current_awayOdds,draftkings_opening_homeOdds,draftkings_opening_awayOdds,draftkings_current_homeOdds,draftkings_current_awayOdds
260017,2022-07-10T16:05:00+00:00,Baltimore,LA Angels,Austin Voth,Jose Suarez,9,5,-110,-110,-110,-110,-110,-106,-118,100,-110,-110,-115,-105,100,-120,-110,-110,110,-130,-115,-105
260027,2022-07-10T17:35:00+00:00,Atlanta,Washington,Ian Anderson,Paolo Espino,4,3,-200,170,-225,175,-200,168,-215,180,-222,180,-222,180,-185,165,-220,180,-180,155,-215,175
260023,2022-07-10T17:40:00+00:00,Cincinnati,Tampa Bay,Nick Lodolo,Shane Baz,10,5,120,-145,115,-135,122,-144,160,-210,118,-141,115,-135,115,-135,115,-135,100,-120,155,-190
260029,2022-07-10T17:40:00+00:00,NY Mets,Miami,Taijuan Walker,Sandy Alcantara,0,2,-130,105,-115,-105,-130,110,-112,-104,-130,110,-115,-105,-140,120,-110,-110,-135,115,-115,-105
260045,2022-07-10T18:10:00+00:00,Milwaukee,Pittsburgh,Eric Lauer,Jose Quintana,6,8,-185,150,-175,145,-178,150,-174,146,-189,158,-169,143,-185,165,-170,150,-155,135,-165,135
260028,2022-07-10T18:10:00+00:00,Chi. White Sox,Detroit,Michael Kopech,Andrew Hutchison,4,2,-190,155,-190,155,-196,164,-190,160,-189,158,-189,158,-200,170,-185,165,-210,180,-205,165
260019,2022-07-10T18:10:00+00:00,Kansas City,Cleveland,Donald Greinke,Zach Plesac,5,1,-105,-115,-105,-115,100,-118,100,-118,100,-120,-105,-115,100,-120,-105,-115,100,-120,-110,-120
260026,2022-07-10T18:15:00+00:00,St. Louis,Philadelphia,Andre Pallante,Nick Nelson,4,3,-110,-110,-120,100,-116,-102,-120,102,-115,-105,-115,-105,-115,-105,-120,100,-140,120,-120,100
260025,2022-07-10T18:35:00+00:00,Texas,Minnesota,Dane Dunning,Dylan Bundy,5,6,-125,105,-110,-110,-120,102,-112,-104,-120,100,-115,-105,-115,-105,-115,-105,-115,-105,-110,-110
260021,2022-07-10T20:07:00+00:00,Oakland,Houston,Cole Irvin,Jake Odorizzi,1,6,155,-190,150,-185,154,-184,152,-180,158,-189,150,-179,170,-200,155,-175,155,-180,150,-175
260018,2022-07-10T20:10:00+00:00,Arizona,Colorado,Tyler Gilbert,German Marquez,2,3,-105,-115,-110,-110,102,-120,-110,-106,-105,-115,-105,-115,-105,-115,-110,-110,-115,-105,-110,-110
260022,2022-07-10T20:10:00+00:00,San Diego,San Francisco,MacKenzie Gore,Robert Wood,0,12,-120,100,-120,100,-120,102,-116,-102,-125,105,-125,105,-125,105,-120,100,-105,-115,-125,105
260024,2022-07-10T20:10:00+00:00,Seattle,Toronto,Logan Gilbert,Max Castillo,6,5,-120,100,-125,105,-120,102,-130,110,-120,100,-125,105,-120,100,-125,105,-120,100,-125,105
260020,2022-07-10T20:10:00+00:00,LA Dodgers,Chi. Cubs,Julio Urias,Todd Smyly,11,9,-275,220,-275,220,-290,235,-270,220,-278,222,-270,215,-260,215,-270,220,-275,230,-260,220
260030,2022-07-10T23:08:00+00:00,Boston,NY Yankees,Nick Pivetta,Jameson Taillon,11,6,110,-135,120,-145,114,-134,110,-140,110,-130,122,-145,115,-135,120,-140,110,-130,110,-140
