gameId,startDate,homeTeam,awayTeam,homePitcher,awayPitcher,homeScore,awayScore,betmgm_opening_homeOdds,betmgm_opening_awayOdds,betmgm_current_homeOdds,betmgm_current_awayOdds,fanduel_opening_homeOdds,fanduel_opening_awayOdds,fanduel_current_homeOdds,fanduel_current_awayOdds,caesars_opening_homeOdds,caesars_opening_awayOdds,caesars_current_homeOdds,caesars_current_awayOdds,bet365_opening_homeOdds,bet365_opening_awayOdds,bet365_current_homeOdds,bet365_current_awayOdds,draftkings_opening_homeOdds,draftkings_opening_awayOdds,draftkings_current_homeOdds,draftkings_current_awayOdds
300801,2024-08-03T17:05:00+00:00,NY Yankees,Toronto,Carlos Rodon,Jose Berrios,8,3,-190,155,-225,175,-174,146,-235,194,-189,158,-5000,1200,-185,155,-240,195,-185,154,-238,195
300806,2024-08-03T18:20:00+00:00,Chi. Cubs,St. Louis,Jameson Taillon,Kyle Gibson,4,5,-125,105,-115,-110,-112,-104,-112,-104,-120,100,-1000,600,-120,100,-115,-105,-118,-102,-112,-108
300802,2024-08-03T20:05:00+00:00,Washington,Milwaukee,DJ Herz,Aaron Civale,6,4,110,-135,-105,-120,114,-134,100,-118,115,-135,-5000,1800,115,-135,100,-120,114,-135,-102,-118
300807,2024-08-03T22:10:00+00:00,Detroit,Kansas City,Tyler Holton,Michael Lorenzen,6,5,115,-140,-110,-115,114,-134,-102,-116,118,-141,-145,115,120,-140,-105,-115,114,-135,-108,-112
300798,2024-08-03T22:40:00+00:00,Pittsburgh,Arizona,Mitch Keller,Jordan Montgomery,4,2,-120,100,-135,105,-120,102,-118,100,-115,-105,-179,145,-115,-105,-120,100,-115,-105,-125,-105
300808,2024-08-03T23:05:00+00:00,Texas,Boston,Cody Bradford,Tanner Houck,7,4,100,-120,-110,-115,-108,-108,-120,-106,100,-120,-115,-115,100,-120,-115,-105,100,-120,-120,-110
300803,2024-08-03T23:10:00+00:00,Minnesota,Chi. White Sox,Bailey Ober,Garrett Crochet,6,2,-175,145,-175,140,-174,146,-265,200,-169,143,-189,155,-180,150,-270,220,-170,142,-330,240
300809,2024-08-03T23:15:00+00:00,Cincinnati,San Francisco,Hunter Greene,Kyle Harrison,6,4,-145,120,-155,120,-146,124,-136,116,-135,115,-161,130,-135,115,-135,115,-135,114,-135,114
300800,2024-08-03T23:15:00+00:00,Houston,Tampa Bay,Ronel Blanco,Zack Littell,1,6,-155,125,-150,120,-154,130,-154,130,-154,130,-145,115,-155,130,-155,130,-166,140,-148,124
300797,2024-08-03T23:15:00+00:00,Cleveland,Baltimore,Joey Cantillo,Zach Eflin,4,7,110,-135,100,-125,118,-138,-102,-116,105,-125,105,-135,110,-130,100,-120,105,-125,-102,-118
300799,2024-08-03T23:20:00+00:00,Atlanta,Miami,Grant Holmes,Kyle Tyler,3,4,-250,195,-250,185,-230,190,-245,200,-250,205,-238,195,-245,200,-250,205,-238,195,-245,200
300810,2024-08-04T00:40:00+00:00,San Diego,Colorado,Martin Perez,Tanner Gordon,3,2,-225,185,-200,155,-200,168,-225,172,-222,180,-179,150,-220,180,-210,175,-218,180,-220,170
300804,2024-08-04T01:07:00+00:00,Athletics,LA Dodgers,Mitch Spence,Jack Flaherty,0,10,150,-185,150,-190,148,-176,144,-172,150,-179,140,-169,150,-180,150,-180,150,-180,145,-175
300811,2024-08-04T01:38:00+00:00,LA Angels,NY Mets,Jose Soriano,David Peterson,5,4,110,-135,-110,-110,116,-136,108,-126,110,-130,-115,-115,110,-130,105,-125,110,-130,100,-130
300805,2024-08-04T01:40:00+00:00,Seattle,Philadelphia,Bryce Miller,Orion Kerkering,6,5,-130,105,-125,100,-118,100,-122,-104,-125,105,-141,110,-125,105,-120,100,-125,105,-125,-105
