Team,Batting Average,Date,Team Abbreviation
Texas,0.272656,2023-06-21,TEX
Atlanta,0.269262,2023-06-21,ATL
Boston,0.264775,2023-06-21,BOS
Arizona,0.264121,2023-06-21,ARI
Tampa Bay,0.262725,2023-06-21,TBR
Toronto,0.261776,2023-06-21,TOR
Washington,0.261382,2023-06-21,WSN
Miami,0.259527,2023-06-21,MIA
Philadelphia,0.258655,2023-06-21,PHI
Baltimore,0.255728,2023-06-21,BAL
Colorado,0.255418,2023-06-21,COL
Cincinnati,0.255192,2023-06-21,CIN
LA Angels,0.255102,2023-06-21,LAA
SF Giants,0.253981,2023-06-21,SFG
St. Louis,0.25,2023-06-21,STL
Chi Cubs,0.246637,2023-06-21,CHC
Cleveland,0.245391,2023-06-21,CLE
Houston,0.244988,2023-06-21,HOU
Pittsburgh,0.242501,2023-06-21,PIT
NY Mets,0.240512,2023-06-21,NYM
LA Dodgers,0.240162,2023-06-21,LAD
Chi Sox,0.235432,2023-06-21,CHW
Kansas City,0.232128,2023-06-21,KCR
Minnesota,0.230769,2023-06-21,MIN
NY Yankees,0.230642,2023-06-21,NYY
San Diego,0.229515,2023-06-21,SDP
Detroit,0.22802,2023-06-21,DET
Milwaukee,0.227806,2023-06-21,MIL
Seattle,0.22733,2023-06-21,SEA
Sacramento,0.221641,2023-06-21,OAK
