Team,Batting Average,Date,Team Abbreviation
Texas,0.271886,2023-06-23,TEX
Atlanta,0.267695,2023-06-23,ATL
Arizona,0.264034,2023-06-23,ARI
Tampa Bay,0.26374,2023-06-23,TBR
Boston,0.262855,2023-06-23,BOS
Toronto,0.262376,2023-06-23,TOR
Washington,0.261971,2023-06-23,WSN
Miami,0.260156,2023-06-23,MIA
Philadelphia,0.256974,2023-06-23,PHI
Cincinnati,0.255722,2023-06-23,CIN
Colorado,0.254587,2023-06-23,COL
Baltimore,0.254141,2023-06-23,BAL
LA Angels,0.253204,2023-06-23,LAA
SF Giants,0.252431,2023-06-23,SFG
St. Louis,0.24961,2023-06-23,STL
Cleveland,0.246805,2023-06-23,CLE
Chi Cubs,0.246581,2023-06-23,CHC
Houston,0.245545,2023-06-23,HOU
NY Mets,0.241253,2023-06-23,NYM
LA Dodgers,0.239487,2023-06-23,LAD
Pittsburgh,0.239193,2023-06-23,PIT
Chi Sox,0.234339,2023-06-23,CHW
Kansas City,0.233254,2023-06-23,KCR
Minnesota,0.232066,2023-06-23,MIN
San Diego,0.230675,2023-06-23,SDP
Detroit,0.229243,2023-06-23,DET
NY Yankees,0.229184,2023-06-23,NYY
Seattle,0.227235,2023-06-23,SEA
Milwaukee,0.226314,2023-06-23,MIL
Sacramento,0.220871,2023-06-23,OAK
