Team,Batting Average,Date,Team Abbreviation
San Diego,0.261742,2024-06-10,SDP
Houston,0.260256,2024-06-10,HOU
Milwaukee,0.256617,2024-06-10,MIL
LA Dodgers,0.255895,2024-06-10,LAD
Philadelphia,0.254545,2024-06-10,PHI
NY Yankees,0.254252,2024-06-10,NYY
Kansas City,0.253731,2024-06-10,KCR
Baltimore,0.248298,2024-06-10,BAL
Boston,0.246684,2024-06-10,BOS
Arizona,0.246539,2024-06-10,ARI
SF Giants,0.245961,2024-06-10,SFG
Colorado,0.245606,2024-06-10,COL
Atlanta,0.244257,2024-06-10,ATL
Texas,0.241379,2024-06-10,TEX
NY Mets,0.241176,2024-06-10,NYM
Cleveland,0.239623,2024-06-10,CLE
LA Angels,0.235888,2024-06-10,LAA
St. Louis,0.234965,2024-06-10,STL
Miami,0.234004,2024-06-10,MIA
Tampa Bay,0.233318,2024-06-10,TBR
Toronto,0.233209,2024-06-10,TOR
Washington,0.231707,2024-06-10,WSN
Pittsburgh,0.231323,2024-06-10,PIT
Minnesota,0.230093,2024-06-10,MIN
Detroit,0.229853,2024-06-10,DET
Chi Cubs,0.228519,2024-06-10,CHC
Cincinnati,0.227273,2024-06-10,CIN
Seattle,0.222018,2024-06-10,SEA
Sacramento,0.218582,2024-06-10,OAK
Chi Sox,0.217169,2024-06-10,CHW
