Team,Batting Average,Date,Team Abbreviation
Atlanta,0.274667,2023-08-13,ATL
Texas,0.271811,2023-08-13,TEX
Miami,0.261715,2023-08-13,MIA
Boston,0.261284,2023-08-13,BOS
Toronto,0.259594,2023-08-13,TOR
Washington,0.258561,2023-08-13,WSN
St. Louis,0.257793,2023-08-13,STL
Philadelphia,0.256543,2023-08-13,PHI
Chi Cubs,0.256159,2023-08-13,CHC
Tampa Bay,0.255138,2023-08-13,TBR
LA Angels,0.253117,2023-08-13,LAA
Arizona,0.252911,2023-08-13,ARI
Houston,0.251434,2023-08-13,HOU
LA Dodgers,0.251398,2023-08-13,LAD
Baltimore,0.250888,2023-08-13,BAL
Cincinnati,0.250625,2023-08-13,CIN
Cleveland,0.249314,2023-08-13,CLE
Colorado,0.247723,2023-08-13,COL
Kansas City,0.240922,2023-08-13,KCR
San Diego,0.239795,2023-08-13,SDP
SF Giants,0.238107,2023-08-13,SFG
Chi Sox,0.237313,2023-08-13,CHW
Minnesota,0.237098,2023-08-13,MIN
Seattle,0.236578,2023-08-13,SEA
Pittsburgh,0.236075,2023-08-13,PIT
NY Mets,0.235477,2023-08-13,NYM
Milwaukee,0.234723,2023-08-13,MIL
Detroit,0.234671,2023-08-13,DET
NY Yankees,0.232334,2023-08-13,NYY
Sacramento,0.22144,2023-08-13,OAK
