Team,Batting Average,Date,Team Abbreviation
NY Mets,0.267989,2022-06-02,NYM
Colorado,0.265652,2022-06-02,COL
Boston,0.257516,2022-06-02,BOS
Washington,0.25288,2022-06-02,WSN
LA Dodgers,0.252812,2022-06-02,LAD
St. Louis,0.252358,2022-06-02,STL
LA Angels,0.249702,2022-06-02,LAA
Miami,0.246466,2022-06-02,MIA
SF Giants,0.245921,2022-06-02,SFG
Minnesota,0.245349,2022-06-02,MIN
Cleveland,0.245029,2022-06-02,CLE
Philadelphia,0.244792,2022-06-02,PHI
Toronto,0.240741,2022-06-02,TOR
NY Yankees,0.240099,2022-06-02,NYY
Seattle,0.238779,2022-06-02,SEA
Atlanta,0.236919,2022-06-02,ATL
Kansas City,0.236637,2022-06-02,KCR
Chi Cubs,0.236178,2022-06-02,CHC
Chi Sox,0.235258,2022-06-02,CHW
Texas,0.233798,2022-06-02,TEX
Milwaukee,0.233488,2022-06-02,MIL
Baltimore,0.232163,2022-06-02,BAL
San Diego,0.231504,2022-06-02,SDP
Tampa Bay,0.230354,2022-06-02,TBR
Houston,0.230173,2022-06-02,HOU
Cincinnati,0.226213,2022-06-02,CIN
Pittsburgh,0.224439,2022-06-02,PIT
Detroit,0.224074,2022-06-02,DET
Arizona,0.217546,2022-06-02,ARI
Sacramento,0.211628,2022-06-02,OAK
