Team,Batting Average,Date,Team Abbreviation
Colorado,0.262032,2022-05-28,COL
NY Mets,0.261171,2022-05-28,NYM
Boston,0.257051,2022-05-28,BOS
LA Dodgers,0.253771,2022-05-28,LAD
St. Louis,0.252117,2022-05-28,STL
Washington,0.25163,2022-05-28,WSN
Philadelphia,0.249516,2022-05-28,PHI
SF Giants,0.248304,2022-05-28,SFG
Minnesota,0.248185,2022-05-28,MIN
LA Angels,0.246969,2022-05-28,LAA
Cleveland,0.241901,2022-05-28,CLE
Miami,0.241499,2022-05-28,MIA
NY Yankees,0.238472,2022-05-28,NYY
Kansas City,0.236913,2022-05-28,KCR
Milwaukee,0.236184,2022-05-28,MIL
Tampa Bay,0.235918,2022-05-28,TBR
Seattle,0.234681,2022-05-28,SEA
Chi Cubs,0.234203,2022-05-28,CHC
Toronto,0.233898,2022-05-28,TOR
Chi Sox,0.233266,2022-05-28,CHW
Houston,0.232296,2022-05-28,HOU
Atlanta,0.231627,2022-05-28,ATL
San Diego,0.231537,2022-05-28,SDP
Baltimore,0.228808,2022-05-28,BAL
Cincinnati,0.226712,2022-05-28,CIN
Texas,0.22541,2022-05-28,TEX
Pittsburgh,0.222689,2022-05-28,PIT
Detroit,0.220196,2022-05-28,DET
Arizona,0.21742,2022-05-28,ARI
Sacramento,0.210187,2022-05-28,OAK
