Team,Batting Average,Date,Team Abbreviation
Texas,0.271719,2023-06-26,TEX
Atlanta,0.270699,2023-06-26,ATL
Tampa Bay,0.265516,2023-06-26,TBR
Arizona,0.264487,2023-06-26,ARI
Toronto,0.26366,2023-06-26,TOR
Washington,0.261579,2023-06-26,WSN
Miami,0.260511,2023-06-26,MIA
Boston,0.259793,2023-06-26,BOS
LA Angels,0.259465,2023-06-26,LAA
Cincinnati,0.256916,2023-06-26,CIN
Philadelphia,0.256916,2023-06-26,PHI
Colorado,0.255249,2023-06-26,COL
SF Giants,0.253463,2023-06-26,SFG
Baltimore,0.253214,2023-06-26,BAL
St. Louis,0.25019,2023-06-26,STL
Chi Cubs,0.247753,2023-06-26,CHC
Cleveland,0.246738,2023-06-26,CLE
Houston,0.245814,2023-06-26,HOU
NY Mets,0.240813,2023-06-26,NYM
LA Dodgers,0.238334,2023-06-26,LAD
Pittsburgh,0.236572,2023-06-26,PIT
Chi Sox,0.235184,2023-06-26,CHW
Kansas City,0.2341,2023-06-26,KCR
Minnesota,0.232331,2023-06-26,MIN
San Diego,0.232122,2023-06-26,SDP
Detroit,0.228672,2023-06-26,DET
Seattle,0.228594,2023-06-26,SEA
NY Yankees,0.228337,2023-06-26,NYY
Milwaukee,0.225794,2023-06-26,MIL
Sacramento,0.219743,2023-06-26,OAK
