Team,Batting Average,Date,Team Abbreviation
Texas,0.27775,2023-06-05,TEX
Tampa Bay,0.266473,2023-06-05,TBR
Toronto,0.265296,2023-06-05,TOR
Washington,0.264881,2023-06-05,WSN
Boston,0.262636,2023-06-05,BOS
Miami,0.260999,2023-06-05,MIA
Arizona,0.259497,2023-06-05,ARI
Colorado,0.259313,2023-06-05,COL
LA Angels,0.258546,2023-06-05,LAA
Atlanta,0.2585,2023-06-05,ATL
Philadelphia,0.256944,2023-06-05,PHI
Cincinnati,0.252758,2023-06-05,CIN
St. Louis,0.251949,2023-06-05,STL
Chi Cubs,0.25051,2023-06-05,CHC
Baltimore,0.249119,2023-06-05,BAL
Pittsburgh,0.247917,2023-06-05,PIT
SF Giants,0.247387,2023-06-05,SFG
Houston,0.246185,2023-06-05,HOU
LA Dodgers,0.242048,2023-06-05,LAD
NY Mets,0.240666,2023-06-05,NYM
Chi Sox,0.239634,2023-06-05,CHW
NY Yankees,0.235905,2023-06-05,NYY
Cleveland,0.232724,2023-06-05,CLE
Minnesota,0.232708,2023-06-05,MIN
Kansas City,0.232016,2023-06-05,KCR
Milwaukee,0.229653,2023-06-05,MIL
Seattle,0.227964,2023-06-05,SEA
Detroit,0.225673,2023-06-05,DET
San Diego,0.220718,2023-06-05,SDP
Sacramento,0.21737,2023-06-05,OAK
