Team,Batting Average,Date,Team Abbreviation
Texas,0.271814,2023-05-22,TEX
Tampa Bay,0.271446,2023-05-22,TBR
Boston,0.268278,2023-05-22,BOS
Arizona,0.265957,2023-05-22,ARI
Washington,0.263454,2023-05-22,WSN
Chi Cubs,0.262295,2023-05-22,CHC
St. Louis,0.262077,2023-05-22,STL
LA Angels,0.261585,2023-05-22,LAA
Philadelphia,0.260013,2023-05-22,PHI
Colorado,0.257557,2023-05-22,COL
Atlanta,0.257362,2023-05-22,ATL
Toronto,0.257195,2023-05-22,TOR
Baltimore,0.253149,2023-05-22,BAL
Miami,0.249047,2023-05-22,MIA
Houston,0.244618,2023-05-22,HOU
Cincinnati,0.243918,2023-05-22,CIN
NY Mets,0.243549,2023-05-22,NYM
Chi Sox,0.243293,2023-05-22,CHW
Pittsburgh,0.242763,2023-05-22,PIT
SF Giants,0.240621,2023-05-22,SFG
Milwaukee,0.239073,2023-05-22,MIL
NY Yankees,0.236499,2023-05-22,NYY
LA Dodgers,0.23212,2023-05-22,LAD
Minnesota,0.23193,2023-05-22,MIN
Kansas City,0.228268,2023-05-22,KCR
Cleveland,0.2276,2023-05-22,CLE
Detroit,0.227121,2023-05-22,DET
Sacramento,0.226567,2023-05-22,OAK
Seattle,0.226329,2023-05-22,SEA
San Diego,0.221349,2023-05-22,SDP
