Team,Batting Average,Date,Team Abbreviation
Texas,0.27257,2023-06-14,TEX
Toronto,0.265254,2023-06-14,TOR
Arizona,0.264317,2023-06-14,ARI
Atlanta,0.262783,2023-06-14,ATL
Tampa Bay,0.261499,2023-06-14,TBR
Washington,0.261184,2023-06-14,WSN
Philadelphia,0.261135,2023-06-14,PHI
Boston,0.258495,2023-06-14,BOS
Colorado,0.25724,2023-06-14,COL
Miami,0.256231,2023-06-14,MIA
LA Angels,0.256181,2023-06-14,LAA
Cincinnati,0.254791,2023-06-14,CIN
Baltimore,0.254252,2023-06-14,BAL
SF Giants,0.253054,2023-06-14,SFG
St. Louis,0.25,2023-06-14,STL
Pittsburgh,0.248134,2023-06-14,PIT
Houston,0.246345,2023-06-14,HOU
Chi Cubs,0.244935,2023-06-14,CHC
Cleveland,0.242015,2023-06-14,CLE
LA Dodgers,0.24167,2023-06-14,LAD
NY Mets,0.239658,2023-06-14,NYM
Chi Sox,0.234783,2023-06-14,CHW
NY Yankees,0.232889,2023-06-14,NYY
Minnesota,0.232198,2023-06-14,MIN
Seattle,0.230734,2023-06-14,SEA
Kansas City,0.230081,2023-06-14,KCR
Milwaukee,0.229968,2023-06-14,MIL
San Diego,0.228135,2023-06-14,SDP
Detroit,0.22545,2023-06-14,DET
Sacramento,0.223344,2023-06-14,OAK
