Team,Batting Average,Date,Team Abbreviation
Texas,0.273374,2023-06-29,TEX
Atlanta,0.27027,2023-06-29,ATL
Toronto,0.264306,2023-06-29,TOR
Arizona,0.264226,2023-06-29,ARI
Tampa Bay,0.263535,2023-06-29,TBR
Miami,0.262678,2023-06-29,MIA
Washington,0.261219,2023-06-29,WSN
Boston,0.259647,2023-06-29,BOS
LA Angels,0.258608,2023-06-29,LAA
Philadelphia,0.257375,2023-06-29,PHI
Cincinnati,0.256634,2023-06-29,CIN
Colorado,0.255135,2023-06-29,COL
Baltimore,0.253188,2023-06-29,BAL
SF Giants,0.25192,2023-06-29,SFG
St. Louis,0.251113,2023-06-29,STL
Chi Cubs,0.247811,2023-06-29,CHC
Cleveland,0.247761,2023-06-29,CLE
Houston,0.246199,2023-06-29,HOU
Pittsburgh,0.239723,2023-06-29,PIT
NY Mets,0.239261,2023-06-29,NYM
LA Dodgers,0.238632,2023-06-29,LAD
Chi Sox,0.236559,2023-06-29,CHW
San Diego,0.232877,2023-06-29,SDP
Kansas City,0.231374,2023-06-29,KCR
Minnesota,0.230574,2023-06-29,MIN
Seattle,0.229057,2023-06-29,SEA
NY Yankees,0.229016,2023-06-29,NYY
Detroit,0.227853,2023-06-29,DET
Milwaukee,0.225868,2023-06-29,MIL
Sacramento,0.217278,2023-06-29,OAK
