Team,Batting Average,Date,Team Abbreviation
Texas,0.271979,2023-06-03,TEX
Tampa Bay,0.267246,2023-06-03,TBR
Toronto,0.265942,2023-06-03,TOR
Washington,0.264992,2023-06-03,WSN
Boston,0.2642,2023-06-03,BOS
Arizona,0.260958,2023-06-03,ARI
Colorado,0.260391,2023-06-03,COL
LA Angels,0.258466,2023-06-03,LAA
Miami,0.257172,2023-06-03,MIA
Atlanta,0.255319,2023-06-03,ATL
St. Louis,0.254527,2023-06-03,STL
Philadelphia,0.254246,2023-06-03,PHI
Cincinnati,0.252724,2023-06-03,CIN
Chi Cubs,0.251844,2023-06-03,CHC
Baltimore,0.25013,2023-06-03,BAL
SF Giants,0.24807,2023-06-03,SFG
Pittsburgh,0.246634,2023-06-03,PIT
Houston,0.245531,2023-06-03,HOU
LA Dodgers,0.244103,2023-06-03,LAD
NY Mets,0.242171,2023-06-03,NYM
Chi Sox,0.241036,2023-06-03,CHW
NY Yankees,0.238241,2023-06-03,NYY
Minnesota,0.233673,2023-06-03,MIN
Cleveland,0.232913,2023-06-03,CLE
Kansas City,0.231695,2023-06-03,KCR
Detroit,0.229535,2023-06-03,DET
Milwaukee,0.228495,2023-06-03,MIL
Seattle,0.226484,2023-06-03,SEA
San Diego,0.220248,2023-06-03,SDP
Sacramento,0.217771,2023-06-03,OAK
