Team,Batting Average,Date,Team Abbreviation
Texas,0.272452,2023-08-09,TEX
Atlanta,0.271191,2023-08-09,ATL
Miami,0.262391,2023-08-09,MIA
Boston,0.261387,2023-08-09,BOS
Toronto,0.260617,2023-08-09,TOR
Washington,0.259231,2023-08-09,WSN
St. Louis,0.256667,2023-08-09,STL
Chi Cubs,0.256576,2023-08-09,CHC
Philadelphia,0.255743,2023-08-09,PHI
Tampa Bay,0.255705,2023-08-09,TBR
LA Angels,0.254977,2023-08-09,LAA
Arizona,0.254149,2023-08-09,ARI
Baltimore,0.253277,2023-08-09,BAL
LA Dodgers,0.251114,2023-08-09,LAD
Colorado,0.250523,2023-08-09,COL
Cincinnati,0.249936,2023-08-09,CIN
Cleveland,0.249225,2023-08-09,CLE
Houston,0.248446,2023-08-09,HOU
San Diego,0.240243,2023-08-09,SDP
SF Giants,0.239572,2023-08-09,SFG
Kansas City,0.238972,2023-08-09,KCR
Minnesota,0.238206,2023-08-09,MIN
Chi Sox,0.236977,2023-08-09,CHW
NY Mets,0.236651,2023-08-09,NYM
Seattle,0.235837,2023-08-09,SEA
Pittsburgh,0.235688,2023-08-09,PIT
Milwaukee,0.234396,2023-08-09,MIL
Detroit,0.233142,2023-08-09,DET
NY Yankees,0.231799,2023-08-09,NYY
Sacramento,0.221836,2023-08-09,OAK
